fecha,escenario,variable,valor,unidad,fuente,modulo_origen,fecha_generacion
2026-04-01,montecarlo_p05,embi,0.6760090415696313,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-05-01,montecarlo_p05,crecimiento,-4.925729081202032,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-05-01,montecarlo_p05,inflacion,1.5007628750806457,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-05-01,montecarlo_p05,interbancaria,5.7317136145732475,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-05-01,montecarlo_p05,deprec_fx,0.4354124076564132,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-05-01,montecarlo_p05,embi,0.8117839532528928,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-06-01,montecarlo_p05,crecimiento,-5.072064632298246,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-06-01,montecarlo_p05,inflacion,1.145047365742292,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-06-01,montecarlo_p05,interbancaria,5.635172587031934,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-06-01,montecarlo_p05,deprec_fx,0.14499252690382494,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-06-01,montecarlo_p05,embi,0.8665378539185792,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-07-01,montecarlo_p05,crecimiento,-5.218640136695535,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-07-01,montecarlo_p05,inflacion,0.8756370217031592,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-07-01,montecarlo_p05,interbancaria,5.519019945047264,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-07-01,montecarlo_p05,deprec_fx,-0.08491592778409507,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-07-01,montecarlo_p05,embi,0.9148369819867214,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-08-01,montecarlo_p05,crecimiento,-5.573206718457515,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-08-01,montecarlo_p05,inflacion,0.6894051180307261,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-08-01,montecarlo_p05,interbancaria,5.399984271205813,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-08-01,montecarlo_p05,deprec_fx,-0.315103870778858,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-08-01,montecarlo_p05,embi,1.0181074987325078,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-09-01,montecarlo_p05,crecimiento,-5.573311410830987,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-09-01,montecarlo_p05,inflacion,0.4149377629740484,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-09-01,montecarlo_p05,interbancaria,5.184107852084027,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-09-01,montecarlo_p05,deprec_fx,-0.4603419915546052,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-09-01,montecarlo_p05,embi,1.0992512602464737,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-10-01,montecarlo_p05,crecimiento,-5.753446482451634,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-10-01,montecarlo_p05,inflacion,0.28233160925710943,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-10-01,montecarlo_p05,interbancaria,5.025588556986824,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-10-01,montecarlo_p05,deprec_fx,-0.6114358321288133,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-10-01,montecarlo_p05,embi,1.1051997729159848,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-11-01,montecarlo_p05,crecimiento,-5.553186977992401,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-11-01,montecarlo_p05,inflacion,0.09814210298899098,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-11-01,montecarlo_p05,interbancaria,4.87615282438196,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-11-01,montecarlo_p05,deprec_fx,-0.6947553858883299,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-11-01,montecarlo_p05,embi,1.085697905593793,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-12-01,montecarlo_p05,crecimiento,-5.555178887832361,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-12-01,montecarlo_p05,inflacion,-0.047118313719103536,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-12-01,montecarlo_p05,interbancaria,4.662500250757515,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-12-01,montecarlo_p05,deprec_fx,-0.7091486933720679,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-12-01,montecarlo_p05,embi,1.0082063394865093,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-01-01,montecarlo_p05,crecimiento,-5.3933315508948265,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-01-01,montecarlo_p05,inflacion,-0.145443937428564,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-01-01,montecarlo_p05,interbancaria,4.440134361536137,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-01-01,montecarlo_p05,deprec_fx,-0.6107075672612298,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-01-01,montecarlo_p05,embi,1.0077178116876937,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-02-01,montecarlo_p05,crecimiento,-5.767535399782044,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-02-01,montecarlo_p05,inflacion,-0.24035310647342667,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-02-01,montecarlo_p05,interbancaria,4.249520792499913,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-02-01,montecarlo_p05,deprec_fx,-0.7141092308947555,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-02-01,montecarlo_p05,embi,0.876447059681301,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-03-01,montecarlo_p05,crecimiento,-5.949517122178586,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-03-01,montecarlo_p05,inflacion,-0.2469180666750705,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-03-01,montecarlo_p05,interbancaria,4.123718139760632,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-03-01,montecarlo_p05,deprec_fx,-0.7125955632759366,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-03-01,montecarlo_p05,embi,0.771841496240008,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-04-01,montecarlo_p05,crecimiento,-5.844496434865727,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-04-01,montecarlo_p05,inflacion,-0.3080893039387963,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-04-01,montecarlo_p05,interbancaria,3.986806281138317,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-04-01,montecarlo_p05,deprec_fx,-0.7598228709409323,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-04-01,montecarlo_p05,embi,0.7977941887255133,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-05-01,montecarlo_p05,crecimiento,-5.77650193137174,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-05-01,montecarlo_p05,inflacion,-0.33410235742504324,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-05-01,montecarlo_p05,interbancaria,3.872132074071149,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-05-01,montecarlo_p05,deprec_fx,-0.7842727855139916,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-05-01,montecarlo_p05,embi,0.7706281202680227,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-06-01,montecarlo_p05,crecimiento,-5.615372437356826,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-06-01,montecarlo_p05,inflacion,-0.3893348262504848,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-06-01,montecarlo_p05,interbancaria,3.7059195100680626,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-06-01,montecarlo_p05,deprec_fx,-0.9674830145055832,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-06-01,montecarlo_p05,embi,0.7755664907829893,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-07-01,montecarlo_p05,crecimiento,-5.966093430820087,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-07-01,montecarlo_p05,inflacion,-0.45124603721418816,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-07-01,montecarlo_p05,interbancaria,3.565564421707135,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-07-01,montecarlo_p05,deprec_fx,-1.0191135367515456,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-07-01,montecarlo_p05,embi,0.807514484945081,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-08-01,montecarlo_p05,crecimiento,-5.527420001350112,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-08-01,montecarlo_p05,inflacion,-0.4902666540344587,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-08-01,montecarlo_p05,interbancaria,3.545323076518132,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-08-01,montecarlo_p05,deprec_fx,-0.8214527204780099,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-08-01,montecarlo_p05,embi,0.6911799115351904,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-09-01,montecarlo_p05,crecimiento,-5.79505824498902,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-09-01,montecarlo_p05,inflacion,-0.5248632465784022,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-09-01,montecarlo_p05,interbancaria,3.50285645829778,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-09-01,montecarlo_p05,deprec_fx,-0.8818876240033585,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-09-01,montecarlo_p05,embi,0.6302876349764064,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-10-01,montecarlo_p05,crecimiento,-5.890138821608641,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-10-01,montecarlo_p05,inflacion,-0.5384696365753988,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-10-01,montecarlo_p05,interbancaria,3.461334671890311,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-10-01,montecarlo_p05,deprec_fx,-0.832439089084849,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-10-01,montecarlo_p05,embi,0.5995315747670592,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-11-01,montecarlo_p05,crecimiento,-5.951962901265798,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-11-01,montecarlo_p05,inflacion,-0.553918248470274,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-11-01,montecarlo_p05,interbancaria,3.3986733580049955,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-11-01,montecarlo_p05,deprec_fx,-0.8986410053548638,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-11-01,montecarlo_p05,embi,0.646870444480799,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-12-01,montecarlo_p05,crecimiento,-5.864236925949209,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-12-01,montecarlo_p05,inflacion,-0.6311859411771736,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-12-01,montecarlo_p05,interbancaria,3.3199070547823544,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-12-01,montecarlo_p05,deprec_fx,-0.993730457805169,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-12-01,montecarlo_p05,embi,0.5720925236198517,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-01-01,montecarlo_p50,crecimiento,3.6461793813585373,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-01-01,montecarlo_p50,inflacion,4.995574230739703,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-01-01,montecarlo_p50,interbancaria,7.161745562365617,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-01-01,montecarlo_p50,deprec_fx,3.9020452208111562,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-01-01,montecarlo_p50,embi,2.040974633687987,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-02-01,montecarlo_p50,crecimiento,4.190301802382191,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-02-01,montecarlo_p50,inflacion,5.053034759040038,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-02-01,montecarlo_p50,interbancaria,7.38236727535128,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-02-01,montecarlo_p50,deprec_fx,3.8707969239725246,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-02-01,montecarlo_p50,embi,2.4113296883203637,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-03-01,montecarlo_p50,crecimiento,4.348476720919553,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-03-01,montecarlo_p50,inflacion,5.077797093971874,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-03-01,montecarlo_p50,interbancaria,7.6389012156978495,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-03-01,montecarlo_p50,deprec_fx,3.928142729162075,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-03-01,montecarlo_p50,embi,2.746188369792323,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-04-01,montecarlo_p50,crecimiento,4.187255596440707,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-04-01,montecarlo_p50,inflacion,5.025461904689024,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-04-01,montecarlo_p50,interbancaria,7.8396011434410715,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-04-01,montecarlo_p50,deprec_fx,3.9865002974425128,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-04-01,montecarlo_p50,embi,3.0412067060600805,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-05-01,montecarlo_p50,crecimiento,4.107071503816065,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-05-01,montecarlo_p50,inflacion,4.973039935748099,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-05-01,montecarlo_p50,interbancaria,8.038655573542146,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-05-01,montecarlo_p50,deprec_fx,3.9813407592489307,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-05-01,montecarlo_p50,embi,3.29872495023867,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-06-01,montecarlo_p50,crecimiento,4.024064857755779,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-06-01,montecarlo_p50,inflacion,4.873542712330896,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-06-01,montecarlo_p50,interbancaria,8.167416696049695,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-06-01,montecarlo_p50,deprec_fx,3.9960521483599516,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-06-01,montecarlo_p50,embi,3.5460562077089746,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-07-01,montecarlo_p50,crecimiento,3.8989028116276616,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-07-01,montecarlo_p50,inflacion,4.783916171411301,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-07-01,montecarlo_p50,interbancaria,8.256180485585293,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-07-01,montecarlo_p50,deprec_fx,3.99583121019317,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-07-01,montecarlo_p50,embi,3.70888202206306,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-08-01,montecarlo_p50,crecimiento,3.887833049596644,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-08-01,montecarlo_p50,inflacion,4.616329231095231,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-08-01,montecarlo_p50,interbancaria,8.309176185041576,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-08-01,montecarlo_p50,deprec_fx,3.9986685031018445,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-08-01,montecarlo_p50,embi,3.829838891435953,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-09-01,montecarlo_p50,crecimiento,3.7642085086729393,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-09-01,montecarlo_p50,inflacion,4.532403472138569,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-09-01,montecarlo_p50,interbancaria,8.334441279397815,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-09-01,montecarlo_p50,deprec_fx,4.024838860409632,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-09-01,montecarlo_p50,embi,3.9552932380293173,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-10-01,montecarlo_p50,crecimiento,3.6035212381495025,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-10-01,montecarlo_p50,inflacion,4.429621956507987,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-10-01,montecarlo_p50,interbancaria,8.31214245377895,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-10-01,montecarlo_p50,deprec_fx,4.026056144473876,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-10-01,montecarlo_p50,embi,4.027637601412364,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-11-01,montecarlo_p50,crecimiento,3.523630646306935,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-11-01,montecarlo_p50,inflacion,4.3219395916424315,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-11-01,montecarlo_p50,interbancaria,8.278128506423279,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-11-01,montecarlo_p50,deprec_fx,3.9979523944522724,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-11-01,montecarlo_p50,embi,4.075724673051694,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-12-01,montecarlo_p50,crecimiento,3.506933397607507,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-12-01,montecarlo_p50,inflacion,4.284771730831994,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-12-01,montecarlo_p50,interbancaria,8.202488919268486,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-12-01,montecarlo_p50,deprec_fx,4.007147402672228,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-12-01,montecarlo_p50,embi,4.098241325833973,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-01-01,montecarlo_p50,crecimiento,3.549910173110506,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-01-01,montecarlo_p50,inflacion,4.248731008999966,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-01-01,montecarlo_p50,interbancaria,8.144239137259294,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-01-01,montecarlo_p50,deprec_fx,4.066395495377012,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-01-01,montecarlo_p50,embi,4.1386857604989995,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-02-01,montecarlo_p50,crecimiento,3.520128919229006,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-02-01,montecarlo_p50,inflacion,4.142552055607862,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-02-01,montecarlo_p50,interbancaria,8.114509809172901,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-02-01,montecarlo_p50,deprec_fx,4.116517860546688,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-02-01,montecarlo_p50,embi,4.13405048323807,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-03-01,montecarlo_p50,crecimiento,3.764600757827271,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-03-01,montecarlo_p50,inflacion,4.096533355344018,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-03-01,montecarlo_p50,interbancaria,8.005538294864362,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-03-01,montecarlo_p50,deprec_fx,4.094512301830175,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-03-01,montecarlo_p50,embi,4.118107536913447,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-04-01,montecarlo_p50,crecimiento,3.754108446877386,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-04-01,montecarlo_p50,inflacion,4.042667209897667,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-04-01,montecarlo_p50,interbancaria,7.955360818400921,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-04-01,montecarlo_p50,deprec_fx,4.057614211647913,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-04-01,montecarlo_p50,embi,4.084219907224863,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-05-01,montecarlo_p50,crecimiento,3.8522081990680244,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-05-01,montecarlo_p50,inflacion,4.021650407924924,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-05-01,montecarlo_p50,interbancaria,7.9152273085042815,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-05-01,montecarlo_p50,deprec_fx,3.976777270251788,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-05-01,montecarlo_p50,embi,4.066170195583439,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-06-01,montecarlo_p50,crecimiento,3.8963866625556585,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-06-01,montecarlo_p50,inflacion,4.014279498138562,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-06-01,montecarlo_p50,interbancaria,7.84300725504034,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-06-01,montecarlo_p50,deprec_fx,3.9516278951432304,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-06-01,montecarlo_p50,embi,4.057901302086714,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-07-01,montecarlo_p50,crecimiento,3.7217926010779077,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-07-01,montecarlo_p50,inflacion,3.9687344058837075,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-07-01,montecarlo_p50,interbancaria,7.77227221703816,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-07-01,montecarlo_p50,deprec_fx,3.9751599179111,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-07-01,montecarlo_p50,embi,4.0078984439721115,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-08-01,montecarlo_p50,crecimiento,3.683372245287027,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-08-01,montecarlo_p50,inflacion,3.9615619779854514,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-08-01,montecarlo_p50,interbancaria,7.693708557886931,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-08-01,montecarlo_p50,deprec_fx,3.9380982298057083,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-08-01,montecarlo_p50,embi,3.989030243068428,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-09-01,montecarlo_p50,crecimiento,3.8102955941839127,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-09-01,montecarlo_p50,inflacion,3.9972414618170573,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-09-01,montecarlo_p50,interbancaria,7.655036665553094,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-09-01,montecarlo_p50,deprec_fx,3.9744502351156443,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-09-01,montecarlo_p50,embi,3.972050883284413,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-10-01,montecarlo_p50,crecimiento,3.996176801575964,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-10-01,montecarlo_p50,inflacion,4.001074710107066,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-10-01,montecarlo_p50,interbancaria,7.603881565406323,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-10-01,montecarlo_p50,deprec_fx,3.981272900907749,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-10-01,montecarlo_p50,embi,3.948688250214129,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-11-01,montecarlo_p50,crecimiento,4.06058315006522,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-11-01,montecarlo_p50,inflacion,4.056950402540471,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-11-01,montecarlo_p50,interbancaria,7.563791273086457,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-11-01,montecarlo_p50,deprec_fx,3.956346748841408,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-11-01,montecarlo_p50,embi,3.95755240189182,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2027-12-01,montecarlo_p50,crecimiento,4.049101635615614,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-12-01,montecarlo_p50,inflacion,4.070424326661292,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-12-01,montecarlo_p50,interbancaria,7.5302001257156705,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-12-01,montecarlo_p50,deprec_fx,3.9675540946826113,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2027-12-01,montecarlo_p50,embi,3.9407415651513427,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-01-01,montecarlo_p95,crecimiento,9.800496079066452,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-01-01,montecarlo_p95,inflacion,6.069713791870379,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-01-01,montecarlo_p95,interbancaria,8.107106211918474,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-01-01,montecarlo_p95,deprec_fx,5.122978365161772,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-01-01,montecarlo_p95,embi,3.1341654619539367,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-02-01,montecarlo_p95,crecimiento,11.928431526279324,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-02-01,montecarlo_p95,inflacion,6.972116616837549,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-02-01,montecarlo_p95,interbancaria,8.843724347552453,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-02-01,montecarlo_p95,deprec_fx,5.899575007495587,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-02-01,montecarlo_p95,embi,4.209622877107457,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-03-01,montecarlo_p95,crecimiento,12.917707095375084,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-03-01,montecarlo_p95,inflacion,7.645356207848069,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-03-01,montecarlo_p95,interbancaria,9.442446106401624,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-03-01,montecarlo_p95,deprec_fx,6.547231392244946,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-03-01,montecarlo_p95,embi,4.8990673600400765,puntos_base,VAR + Monte Carlo,M3,2026-05-05
2026-04-01,montecarlo_p95,crecimiento,13.171639916036144,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-04-01,montecarlo_p95,inflacion,8.073672827330869,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-04-01,montecarlo_p95,interbancaria,9.93670565707584,porcentaje,VAR + Monte Carlo,M3,2026-05-05
2026-04-01,montecarlo_p95,deprec_fx,7.10078738340228,porcentaje,VAR + Monte Carlo,M3,2026-05-05
