"","instrumento","fund","rate","year","month","file"
"989","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","RESERVAS",0.001029,2024,"Julio","tasas_2024_66.xlsx"
"990","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","ROMANA",0,2024,"Julio","tasas_2024_66.xlsx"
"991","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","SIEMBRA",0,2024,"Julio","tasas_2024_66.xlsx"
"992","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","TOTAL_CCI",0.000891285168619067,2024,"Julio","tasas_2024_66.xlsx"
"993","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","RESERVAS-R3",0,2024,"Julio","tasas_2024_66.xlsx"
"994","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","BANCO_CENTRAL-R3",0,2024,"Julio","tasas_2024_66.xlsx"
"995","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","FONDO_DE_SOLIDARIDAD_SOCIAL",0,2024,"Julio","tasas_2024_66.xlsx"
"996","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","TOTAL_SISTEMA",0.000891285168619067,2024,"Julio","tasas_2024_66.xlsx"
"997","Certificados de Depósito EIF1","ATLÁNTICO",0.001293,2024,"Julio","tasas_2024_66.xlsx"
"998","Certificados de Depósito EIF1","CRECER",0.001119,2024,"Julio","tasas_2024_66.xlsx"
"999","Certificados de Depósito EIF1","JMMB_BDI",0.001487,2024,"Julio","tasas_2024_66.xlsx"
"1000","Certificados de Depósito EIF1","POPULAR",0.001388,2024,"Julio","tasas_2024_66.xlsx"
"1001","Certificados de Depósito EIF1","RESERVAS",0.001143,2024,"Julio","tasas_2024_66.xlsx"
"1002","Certificados de Depósito EIF1","ROMANA",0.001276,2024,"Julio","tasas_2024_66.xlsx"
"1003","Certificados de Depósito EIF1","SIEMBRA",0.001228,2024,"Julio","tasas_2024_66.xlsx"
"1004","Certificados de Depósito EIF1","TOTAL_CCI",0.00130649051742839,2024,"Julio","tasas_2024_66.xlsx"
"1005","Certificados de Depósito EIF1","RESERVAS-R3",0.001188,2024,"Julio","tasas_2024_66.xlsx"
"1006","Certificados de Depósito EIF1","BANCO_CENTRAL-R3",0.001225,2024,"Julio","tasas_2024_66.xlsx"
"1007","Certificados de Depósito EIF1","FONDO_DE_SOLIDARIDAD_SOCIAL",0.001278,2024,"Julio","tasas_2024_66.xlsx"
"1008","Certificados de Depósito EIF1","TOTAL_SISTEMA",0.00129840726352229,2024,"Julio","tasas_2024_66.xlsx"
"1009","Certificados Inversión Especial BCRD2","ATLÁNTICO",0.000758,2024,"Julio","tasas_2024_66.xlsx"
"1010","Certificados Inversión Especial BCRD2","CRECER",0,2024,"Julio","tasas_2024_66.xlsx"
"1011","Certificados Inversión Especial BCRD2","JMMB_BDI",0.000558,2024,"Julio","tasas_2024_66.xlsx"
"1012","Certificados Inversión Especial BCRD2","POPULAR",0.00105,2024,"Julio","tasas_2024_66.xlsx"
"1013","Certificados Inversión Especial BCRD2","RESERVAS",0,2024,"Julio","tasas_2024_66.xlsx"
"1014","Certificados Inversión Especial BCRD2","ROMANA",0.000756,2024,"Julio","tasas_2024_66.xlsx"
"1015","Certificados Inversión Especial BCRD2","SIEMBRA",0,2024,"Julio","tasas_2024_66.xlsx"
"1016","Certificados Inversión Especial BCRD2","TOTAL_CCI",0.000816456083292208,2024,"Julio","tasas_2024_66.xlsx"
"1017","Certificados Inversión Especial BCRD2","RESERVAS-R3",0,2024,"Julio","tasas_2024_66.xlsx"
"1018","Certificados Inversión Especial BCRD2","BANCO_CENTRAL-R3",0.001418,2024,"Julio","tasas_2024_66.xlsx"
"1019","Certificados Inversión Especial BCRD2","FONDO_DE_SOLIDARIDAD_SOCIAL",0,2024,"Julio","tasas_2024_66.xlsx"
"1020","Certificados Inversión Especial BCRD2","TOTAL_SISTEMA",0.00132307172372785,2024,"Julio","tasas_2024_66.xlsx"
"1021","Cuotas de Participación de Fondos de Inversión4","ATLÁNTICO",0.001381,2024,"Julio","tasas_2024_66.xlsx"
"1022","Cuotas de Participación de Fondos de Inversión4","CRECER",0.000645,2024,"Julio","tasas_2024_66.xlsx"
"1023","Cuotas de Participación de Fondos de Inversión4","JMMB_BDI",0.000423,2024,"Julio","tasas_2024_66.xlsx"
"1024","Cuotas de Participación de Fondos de Inversión4","POPULAR",0.001584,2024,"Julio","tasas_2024_66.xlsx"
"1025","Cuotas de Participación de Fondos de Inversión4","RESERVAS",0.000906,2024,"Julio","tasas_2024_66.xlsx"
"1026","Cuotas de Participación de Fondos de Inversión4","ROMANA",0,2024,"Julio","tasas_2024_66.xlsx"
"1027","Cuotas de Participación de Fondos de Inversión4","SIEMBRA",0.000773,2024,"Julio","tasas_2024_66.xlsx"
"1028","Cuotas de Participación de Fondos de Inversión4","TOTAL_CCI",0.00114506032641355,2024,"Julio","tasas_2024_66.xlsx"
"1029","Cuotas de Participación de Fondos de Inversión4","RESERVAS-R3",0.000835,2024,"Julio","tasas_2024_66.xlsx"
"1030","Cuotas de Participación de Fondos de Inversión4","BANCO_CENTRAL-R3",0,2024,"Julio","tasas_2024_66.xlsx"
"1031","Cuotas de Participación de Fondos de Inversión4","FONDO_DE_SOLIDARIDAD_SOCIAL",0.000787,2024,"Julio","tasas_2024_66.xlsx"
"1032","Cuotas de Participación de Fondos de Inversión4","TOTAL_SISTEMA",0.00109734697249181,2024,"Julio","tasas_2024_66.xlsx"
"1033","Cuotas de Participación de Fondos de Mutuos","ATLÁNTICO",0,2024,"Julio","tasas_2024_66.xlsx"
"1034","Cuotas de Participación de Fondos de Mutuos","CRECER",0,2024,"Julio","tasas_2024_66.xlsx"
"1035","Cuotas de Participación de Fondos de Mutuos","JMMB_BDI",0,2024,"Julio","tasas_2024_66.xlsx"
"1036","Cuotas de Participación de Fondos de Mutuos","POPULAR",0,2024,"Julio","tasas_2024_66.xlsx"
"1037","Cuotas de Participación de Fondos de Mutuos","RESERVAS",0,2024,"Julio","tasas_2024_66.xlsx"
"1038","Cuotas de Participación de Fondos de Mutuos","ROMANA",0,2024,"Julio","tasas_2024_66.xlsx"
"1039","Cuotas de Participación de Fondos de Mutuos","SIEMBRA",0,2024,"Julio","tasas_2024_66.xlsx"
"1040","Cuotas de Participación de Fondos de Mutuos","TOTAL_CCI",0,2024,"Julio","tasas_2024_66.xlsx"
"1041","Cuotas de Participación de Fondos de Mutuos","RESERVAS-R3",0,2024,"Julio","tasas_2024_66.xlsx"
"1042","Cuotas de Participación de Fondos de Mutuos","BANCO_CENTRAL-R3",0,2024,"Julio","tasas_2024_66.xlsx"
"1043","Cuotas de Participación de Fondos de Mutuos","FONDO_DE_SOLIDARIDAD_SOCIAL",0,2024,"Julio","tasas_2024_66.xlsx"
"1044","Cuotas de Participación de Fondos de Mutuos","TOTAL_SISTEMA",0,2024,"Julio","tasas_2024_66.xlsx"
"1045","Letras BCRD2","ATLÁNTICO",0,2024,"Julio","tasas_2024_66.xlsx"
"1046","Letras BCRD2","CRECER",0,2024,"Julio","tasas_2024_66.xlsx"
"1047","Letras BCRD2","JMMB_BDI",0,2024,"Julio","tasas_2024_66.xlsx"
"1048","Letras BCRD2","POPULAR",0,2024,"Julio","tasas_2024_66.xlsx"
"1049","Letras BCRD2","RESERVAS",0,2024,"Julio","tasas_2024_66.xlsx"
"1050","Letras BCRD2","ROMANA",0,2024,"Julio","tasas_2024_66.xlsx"
"1051","Letras BCRD2","SIEMBRA",0,2024,"Julio","tasas_2024_66.xlsx"
"1052","Letras BCRD2","TOTAL_CCI",0,2024,"Julio","tasas_2024_66.xlsx"
"1053","Letras BCRD2","RESERVAS-R3",0,2024,"Julio","tasas_2024_66.xlsx"
"1054","Letras BCRD2","BANCO_CENTRAL-R3",0,2024,"Julio","tasas_2024_66.xlsx"
"1055","Letras BCRD2","FONDO_DE_SOLIDARIDAD_SOCIAL",0,2024,"Julio","tasas_2024_66.xlsx"
"1056","Letras BCRD2","TOTAL_SISTEMA",0,2024,"Julio","tasas_2024_66.xlsx"
"1057","Notas BCRD2","ATLÁNTICO",0.000686,2024,"Julio","tasas_2024_66.xlsx"
"1058","Notas BCRD2","CRECER",0.000861,2024,"Julio","tasas_2024_66.xlsx"
"1059","Notas BCRD2","JMMB_BDI",0.001107,2024,"Julio","tasas_2024_66.xlsx"
"1060","Notas BCRD2","POPULAR",0.001012,2024,"Julio","tasas_2024_66.xlsx"
"1061","Notas BCRD2","RESERVAS",0.00092,2024,"Julio","tasas_2024_66.xlsx"
"1062","Notas BCRD2","ROMANA",0.000964,2024,"Julio","tasas_2024_66.xlsx"
"1063","Notas BCRD2","SIEMBRA",0.001058,2024,"Julio","tasas_2024_66.xlsx"
"1064","Notas BCRD2","TOTAL_CCI",0.000991318186236967,2024,"Julio","tasas_2024_66.xlsx"
"1065","Notas BCRD2","RESERVAS-R3",0.000824,2024,"Julio","tasas_2024_66.xlsx"
"1066","Notas BCRD2","BANCO_CENTRAL-R3",0.001169,2024,"Julio","tasas_2024_66.xlsx"
"1067","Notas BCRD2","FONDO_DE_SOLIDARIDAD_SOCIAL",0.000896,2024,"Julio","tasas_2024_66.xlsx"
"1068","Notas BCRD2","TOTAL_SISTEMA",0.000996033141012904,2024,"Julio","tasas_2024_66.xlsx"
"1069","Valores representativos de capital emitidos por Fideicomisos de oferta pública5","ATLÁNTICO",0.001561,2024,"Julio","tasas_2024_66.xlsx"
"1070","Valores representativos de capital emitidos por Fideicomisos de oferta pública5","CRECER",0.001561,2024,"Julio","tasas_2024_66.xlsx"
"1071","Valores representativos de capital emitidos por Fideicomisos de oferta pública5","JMMB_BDI",0.001561,2024,"Julio","tasas_2024_66.xlsx"
"1072","Valores representativos de capital emitidos por Fideicomisos de oferta pública5","POPULAR",0.001561,2024,"Julio","tasas_2024_66.xlsx"
"1073","Valores representativos de capital emitidos por Fideicomisos de oferta pública5","RESERVAS",0.001561,2024,"Julio","tasas_2024_66.xlsx"
"1074","Valores representativos de capital emitidos por Fideicomisos de oferta pública5","ROMANA",0,2024,"Julio","tasas_2024_66.xlsx"
"1075","Valores representativos de capital emitidos por Fideicomisos de oferta pública5","SIEMBRA",0.001561,2024,"Julio","tasas_2024_66.xlsx"
"1076","Valores representativos de capital emitidos por Fideicomisos de oferta pública5","TOTAL_CCI",0.001561,2024,"Julio","tasas_2024_66.xlsx"
"1077","Valores representativos de capital emitidos por Fideicomisos de oferta pública5","RESERVAS-R3",0,2024,"Julio","tasas_2024_66.xlsx"
"1078","Valores representativos de capital emitidos por Fideicomisos de oferta pública5","BANCO_CENTRAL-R3",0,2024,"Julio","tasas_2024_66.xlsx"
"1079","Valores representativos de capital emitidos por Fideicomisos de oferta pública5","FONDO_DE_SOLIDARIDAD_SOCIAL",0,2024,"Julio","tasas_2024_66.xlsx"
"1080","Valores representativos de capital emitidos por Fideicomisos de oferta pública5","TOTAL_SISTEMA",0.001561,2024,"Julio","tasas_2024_66.xlsx"
"1081","Valores representativos de deuda emitidos por Fideicomisos de oferta pública","ATLÁNTICO",0.001181,2024,"Julio","tasas_2024_66.xlsx"
"1082","Valores representativos de deuda emitidos por Fideicomisos de oferta pública","CRECER",0.000957,2024,"Julio","tasas_2024_66.xlsx"
"1083","Valores representativos de deuda emitidos por Fideicomisos de oferta pública","JMMB_BDI",0.000925,2024,"Julio","tasas_2024_66.xlsx"
"1084","Valores representativos de deuda emitidos por Fideicomisos de oferta pública","POPULAR",0.00083,2024,"Julio","tasas_2024_66.xlsx"
"1085","Valores representativos de deuda emitidos por Fideicomisos de oferta pública","RESERVAS",0.00114,2024,"Julio","tasas_2024_66.xlsx"
"1086","Valores representativos de deuda emitidos por Fideicomisos de oferta pública","ROMANA",0,2024,"Julio","tasas_2024_66.xlsx"
"1087","Valores representativos de deuda emitidos por Fideicomisos de oferta pública","SIEMBRA",0.001148,2024,"Julio","tasas_2024_66.xlsx"
"1088","Valores representativos de deuda emitidos por Fideicomisos de oferta pública","TOTAL_CCI",0.000996503625978525,2024,"Julio","tasas_2024_66.xlsx"
"1089","Valores representativos de deuda emitidos por Fideicomisos de oferta pública","RESERVAS-R3",0.000505,2024,"Julio","tasas_2024_66.xlsx"
"1090","Valores representativos de deuda emitidos por Fideicomisos de oferta pública","BANCO_CENTRAL-R3",0,2024,"Julio","tasas_2024_66.xlsx"
"1091","Valores representativos de deuda emitidos por Fideicomisos de oferta pública","FONDO_DE_SOLIDARIDAD_SOCIAL",0.000505,2024,"Julio","tasas_2024_66.xlsx"
"1092","Valores representativos de deuda emitidos por Fideicomisos de oferta pública","TOTAL_SISTEMA",0.000993553800904229,2024,"Julio","tasas_2024_66.xlsx"
"1093","Acciones de oferta pública 6","ATLÁNTICO",0.00075,2024,"Agosto","tasas_2024_66.xlsx"
"1094","Acciones de oferta pública 6","CRECER",0.000729,2024,"Agosto","tasas_2024_66.xlsx"
"1095","Acciones de oferta pública 6","JMMB_BDI",0.00075,2024,"Agosto","tasas_2024_66.xlsx"
"1096","Acciones de oferta pública 6","POPULAR",0,2024,"Agosto","tasas_2024_66.xlsx"
"1097","Acciones de oferta pública 6","RESERVAS",0.00075,2024,"Agosto","tasas_2024_66.xlsx"
"1098","Acciones de oferta pública 6","ROMANA",0,2024,"Agosto","tasas_2024_66.xlsx"
"1099","Acciones de oferta pública 6","SIEMBRA",0.00075,2024,"Agosto","tasas_2024_66.xlsx"
"1100","Acciones de oferta pública 6","TOTAL_CCI",0.000742915372717149,2024,"Agosto","tasas_2024_66.xlsx"
"1101","Acciones de oferta pública 6","RESERVAS-R3",0,2024,"Agosto","tasas_2024_66.xlsx"
"1102","Acciones de oferta pública 6","BANCO_CENTRAL-R3",0.00075,2024,"Agosto","tasas_2024_66.xlsx"
"1103","Acciones de oferta pública 6","FONDO_DE_SOLIDARIDAD_SOCIAL",0,2024,"Agosto","tasas_2024_66.xlsx"
"1104","Acciones de oferta pública 6","TOTAL_SISTEMA",0.000742915424138737,2024,"Agosto","tasas_2024_66.xlsx"
"1105","Bonos Ministerio de Hacienda","ATLÁNTICO",0.000595,2024,"Agosto","tasas_2024_66.xlsx"
"1106","Bonos Ministerio de Hacienda","CRECER",0.000769,2024,"Agosto","tasas_2024_66.xlsx"
"1107","Bonos Ministerio de Hacienda","JMMB_BDI",0.000683,2024,"Agosto","tasas_2024_66.xlsx"
"1108","Bonos Ministerio de Hacienda","POPULAR",0.000727,2024,"Agosto","tasas_2024_66.xlsx"
"1109","Bonos Ministerio de Hacienda","RESERVAS",0.00074,2024,"Agosto","tasas_2024_66.xlsx"
"1110","Bonos Ministerio de Hacienda","ROMANA",0.000742,2024,"Agosto","tasas_2024_66.xlsx"
"1111","Bonos Ministerio de Hacienda","SIEMBRA",0.000692,2024,"Agosto","tasas_2024_66.xlsx"
"1112","Bonos Ministerio de Hacienda","TOTAL_CCI",0.000729635295187426,2024,"Agosto","tasas_2024_66.xlsx"
"1113","Bonos Ministerio de Hacienda","RESERVAS-R3",0.000694,2024,"Agosto","tasas_2024_66.xlsx"
"1114","Bonos Ministerio de Hacienda","BANCO_CENTRAL-R3",0.000693,2024,"Agosto","tasas_2024_66.xlsx"
"1115","Bonos Ministerio de Hacienda","FONDO_DE_SOLIDARIDAD_SOCIAL",0.000689,2024,"Agosto","tasas_2024_66.xlsx"
"1116","Bonos Ministerio de Hacienda","TOTAL_SISTEMA",0.000725180608146224,2024,"Agosto","tasas_2024_66.xlsx"
"1117","Bonos EIF 1","ATLÁNTICO",0.00104,2024,"Agosto","tasas_2024_66.xlsx"
"1118","Bonos EIF 1","CRECER",0.001013,2024,"Agosto","tasas_2024_66.xlsx"
"1119","Bonos EIF 1","JMMB_BDI",0.00099,2024,"Agosto","tasas_2024_66.xlsx"
"1120","Bonos EIF 1","POPULAR",0.001054,2024,"Agosto","tasas_2024_66.xlsx"
"1121","Bonos EIF 1","RESERVAS",0.00103,2024,"Agosto","tasas_2024_66.xlsx"
"1122","Bonos EIF 1","ROMANA",0.001,2024,"Agosto","tasas_2024_66.xlsx"
"1123","Bonos EIF 1","SIEMBRA",0.001066,2024,"Agosto","tasas_2024_66.xlsx"
"1124","Bonos EIF 1","TOTAL_CCI",0.00104617772461315,2024,"Agosto","tasas_2024_66.xlsx"
"1125","Bonos EIF 1","RESERVAS-R3",0.001126,2024,"Agosto","tasas_2024_66.xlsx"
"1126","Bonos EIF 1","BANCO_CENTRAL-R3",0.000953,2024,"Agosto","tasas_2024_66.xlsx"
"1127","Bonos EIF 1","FONDO_DE_SOLIDARIDAD_SOCIAL",0.001052,2024,"Agosto","tasas_2024_66.xlsx"
"1128","Bonos EIF 1","TOTAL_SISTEMA",0.00104715440644896,2024,"Agosto","tasas_2024_66.xlsx"
"1129","Bonos Empresas","ATLÁNTICO",0.001008,2024,"Agosto","tasas_2024_66.xlsx"
"1130","Bonos Empresas","CRECER",0.000959,2024,"Agosto","tasas_2024_66.xlsx"
"1131","Bonos Empresas","JMMB_BDI",0.001073,2024,"Agosto","tasas_2024_66.xlsx"
"1132","Bonos Empresas","POPULAR",0.000882,2024,"Agosto","tasas_2024_66.xlsx"
"1133","Bonos Empresas","RESERVAS",0.00082,2024,"Agosto","tasas_2024_66.xlsx"
"1134","Bonos Empresas","ROMANA",0,2024,"Agosto","tasas_2024_66.xlsx"
"1135","Bonos Empresas","SIEMBRA",0.000605,2024,"Agosto","tasas_2024_66.xlsx"
"1136","Bonos Empresas","TOTAL_CCI",0.000852555473287756,2024,"Agosto","tasas_2024_66.xlsx"
"1137","Bonos Empresas","RESERVAS-R3",0.000744,2024,"Agosto","tasas_2024_66.xlsx"
"1138","Bonos Empresas","BANCO_CENTRAL-R3",0.00089,2024,"Agosto","tasas_2024_66.xlsx"
"1139","Bonos Empresas","FONDO_DE_SOLIDARIDAD_SOCIAL",0.000667,2024,"Agosto","tasas_2024_66.xlsx"
"1140","Bonos Empresas","TOTAL_SISTEMA",0.000844180461272422,2024,"Agosto","tasas_2024_66.xlsx"
"1141","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","ATLÁNTICO",0,2024,"Agosto","tasas_2024_66.xlsx"
"1142","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","CRECER",0.000857,2024,"Agosto","tasas_2024_66.xlsx"
"1143","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","JMMB_BDI",0,2024,"Agosto","tasas_2024_66.xlsx"
"1144","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","POPULAR",0.000873,2024,"Agosto","tasas_2024_66.xlsx"
"1145","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","RESERVAS",0.001028,2024,"Agosto","tasas_2024_66.xlsx"
"1146","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","ROMANA",0,2024,"Agosto","tasas_2024_66.xlsx"
"1147","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","SIEMBRA",0,2024,"Agosto","tasas_2024_66.xlsx"
"1148","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","TOTAL_CCI",0.000890953306021373,2024,"Agosto","tasas_2024_66.xlsx"
"1149","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","RESERVAS-R3",0,2024,"Agosto","tasas_2024_66.xlsx"
"1150","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","BANCO_CENTRAL-R3",0,2024,"Agosto","tasas_2024_66.xlsx"
"1151","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","FONDO_DE_SOLIDARIDAD_SOCIAL",0,2024,"Agosto","tasas_2024_66.xlsx"
"1152","Bonos de Hacienda para financiar desarrollo de  proyectos de infraestructura","TOTAL_SISTEMA",0.000890953306021373,2024,"Agosto","tasas_2024_66.xlsx"
"1153","Certificados de Depósito EIF1","ATLÁNTICO",0.000918,2024,"Agosto","tasas_2024_66.xlsx"
"1154","Certificados de Depósito EIF1","CRECER",0.001204,2024,"Agosto","tasas_2024_66.xlsx"
"1155","Certificados de Depósito EIF1","JMMB_BDI",0.001332,2024,"Agosto","tasas_2024_66.xlsx"
"1156","Certificados de Depósito EIF1","POPULAR",0.001308,2024,"Agosto","tasas_2024_66.xlsx"
"1157","Certificados de Depósito EIF1","RESERVAS",0.001152,2024,"Agosto","tasas_2024_66.xlsx"
"1158","Certificados de Depósito EIF1","ROMANA",0.001277,2024,"Agosto","tasas_2024_66.xlsx"
"1159","Certificados de Depósito EIF1","SIEMBRA",0.00124,2024,"Agosto","tasas_2024_66.xlsx"
"1160","Certificados de Depósito EIF1","TOTAL_CCI",0.00125529823667407,2024,"Agosto","tasas_2024_66.xlsx"
"1161","Certificados de Depósito EIF1","RESERVAS-R3",0.00124,2024,"Agosto","tasas_2024_66.xlsx"
"1162","Certificados de Depósito EIF1","BANCO_CENTRAL-R3",0.001259,2024,"Agosto","tasas_2024_66.xlsx"
"1163","Certificados de Depósito EIF1","FONDO_DE_SOLIDARIDAD_SOCIAL",0.001265,2024,"Agosto","tasas_2024_66.xlsx"
"1164","Certificados de Depósito EIF1","TOTAL_SISTEMA",0.00125567538878512,2024,"Agosto","tasas_2024_66.xlsx"
"1165","Certificados Inversión Especial BCRD2","ATLÁNTICO",0.000758,2024,"Agosto","tasas_2024_66.xlsx"
"1166","Certificados Inversión Especial BCRD2","CRECER",0,2024,"Agosto","tasas_2024_66.xlsx"
"1167","Certificados Inversión Especial BCRD2","JMMB_BDI",0.000558,2024,"Agosto","tasas_2024_66.xlsx"
"1168","Certificados Inversión Especial BCRD2","POPULAR",0.00105,2024,"Agosto","tasas_2024_66.xlsx"
"1169","Certificados Inversión Especial BCRD2","RESERVAS",0,2024,"Agosto","tasas_2024_66.xlsx"
"1170","Certificados Inversión Especial BCRD2","ROMANA",0.000758,2024,"Agosto","tasas_2024_66.xlsx"
"1171","Certificados Inversión Especial BCRD2","SIEMBRA",0,2024,"Agosto","tasas_2024_66.xlsx"
"1172","Certificados Inversión Especial BCRD2","TOTAL_CCI",0.000833806184807786,2024,"Agosto","tasas_2024_66.xlsx"
"1173","Certificados Inversión Especial BCRD2","RESERVAS-R3",0,2024,"Agosto","tasas_2024_66.xlsx"
"1174","Certificados Inversión Especial BCRD2","BANCO_CENTRAL-R3",0.00141,2024,"Agosto","tasas_2024_66.xlsx"
"1175","Certificados Inversión Especial BCRD2","FONDO_DE_SOLIDARIDAD_SOCIAL",0,2024,"Agosto","tasas_2024_66.xlsx"
"1176","Certificados Inversión Especial BCRD2","TOTAL_SISTEMA",0.00133604897165559,2024,"Agosto","tasas_2024_66.xlsx"
"1177","Cuotas de Participación de Fondos de Inversión4","ATLÁNTICO",0.001361,2024,"Agosto","tasas_2024_66.xlsx"
"1178","Cuotas de Participación de Fondos de Inversión4","CRECER",0.000669,2024,"Agosto","tasas_2024_66.xlsx"
"1179","Cuotas de Participación de Fondos de Inversión4","JMMB_BDI",0.000405,2024,"Agosto","tasas_2024_66.xlsx"
"1180","Cuotas de Participación de Fondos de Inversión4","POPULAR",0.001747,2024,"Agosto","tasas_2024_66.xlsx"
"1181","Cuotas de Participación de Fondos de Inversión4","RESERVAS",0.000908,2024,"Agosto","tasas_2024_66.xlsx"
"1182","Cuotas de Participación de Fondos de Inversión4","ROMANA",0,2024,"Agosto","tasas_2024_66.xlsx"
"1183","Cuotas de Participación de Fondos de Inversión4","SIEMBRA",0.000906,2024,"Agosto","tasas_2024_66.xlsx"
"1184","Cuotas de Participación de Fondos de Inversión4","TOTAL_CCI",0.00125076020243201,2024,"Agosto","tasas_2024_66.xlsx"
"1185","Cuotas de Participación de Fondos de Inversión4","RESERVAS-R3",0.000836,2024,"Agosto","tasas_2024_66.xlsx"
"1186","Cuotas de Participación de Fondos de Inversión4","BANCO_CENTRAL-R3",0,2024,"Agosto","tasas_2024_66.xlsx"
"1187","Cuotas de Participación de Fondos de Inversión4","FONDO_DE_SOLIDARIDAD_SOCIAL",0.00078,2024,"Agosto","tasas_2024_66.xlsx"
"1188","Cuotas de Participación de Fondos de Inversión4","TOTAL_SISTEMA",0.00118573797884073,2024,"Agosto","tasas_2024_66.xlsx"
"1189","Cuotas de Participación de Fondos de Mutuos","ATLÁNTICO",0,2024,"Agosto","tasas_2024_66.xlsx"
"1190","Cuotas de Participación de Fondos de Mutuos","CRECER",0,2024,"Agosto","tasas_2024_66.xlsx"
"1191","Cuotas de Participación de Fondos de Mutuos","JMMB_BDI",0,2024,"Agosto","tasas_2024_66.xlsx"
"1192","Cuotas de Participación de Fondos de Mutuos","POPULAR",0,2024,"Agosto","tasas_2024_66.xlsx"
"1193","Cuotas de Participación de Fondos de Mutuos","RESERVAS",0,2024,"Agosto","tasas_2024_66.xlsx"
"1194","Cuotas de Participación de Fondos de Mutuos","ROMANA",0,2024,"Agosto","tasas_2024_66.xlsx"
"1195","Cuotas de Participación de Fondos de Mutuos","SIEMBRA",0,2024,"Agosto","tasas_2024_66.xlsx"
"1196","Cuotas de Participación de Fondos de Mutuos","TOTAL_CCI",0,2024,"Agosto","tasas_2024_66.xlsx"
"1197","Cuotas de Participación de Fondos de Mutuos","RESERVAS-R3",0,2024,"Agosto","tasas_2024_66.xlsx"
"1198","Cuotas de Participación de Fondos de Mutuos","BANCO_CENTRAL-R3",0,2024,"Agosto","tasas_2024_66.xlsx"
"1199","Cuotas de Participación de Fondos de Mutuos","FONDO_DE_SOLIDARIDAD_SOCIAL",0,2024,"Agosto","tasas_2024_66.xlsx"
"1200","Cuotas de Participación de Fondos de Mutuos","TOTAL_SISTEMA",0,2024,"Agosto","tasas_2024_66.xlsx"
"1201","Letras BCRD2","ATLÁNTICO",0,2024,"Agosto","tasas_2024_66.xlsx"
"1202","Letras BCRD2","CRECER",0,2024,"Agosto","tasas_2024_66.xlsx"
"1203","Letras BCRD2","JMMB_BDI",0,2024,"Agosto","tasas_2024_66.xlsx"
"1204","Letras BCRD2","POPULAR",0,2024,"Agosto","tasas_2024_66.xlsx"
"1205","Letras BCRD2","RESERVAS",0,2024,"Agosto","tasas_2024_66.xlsx"
"1206","Letras BCRD2","ROMANA",0,2024,"Agosto","tasas_2024_66.xlsx"
"1207","Letras BCRD2","SIEMBRA",0,2024,"Agosto","tasas_2024_66.xlsx"
"1208","Letras BCRD2","TOTAL_CCI",0,2024,"Agosto","tasas_2024_66.xlsx"
"1209","Letras BCRD2","RESERVAS-R3",0,2024,"Agosto","tasas_2024_66.xlsx"
"1210","Letras BCRD2","BANCO_CENTRAL-R3",0,2024,"Agosto","tasas_2024_66.xlsx"
"1211","Letras BCRD2","FONDO_DE_SOLIDARIDAD_SOCIAL",0,2024,"Agosto","tasas_2024_66.xlsx"
"1212","Letras BCRD2","TOTAL_SISTEMA",0,2024,"Agosto","tasas_2024_66.xlsx"
"1213","Notas BCRD2","ATLÁNTICO",0.000691,2024,"Agosto","tasas_2024_66.xlsx"
"1214","Notas BCRD2","CRECER",0.000859,2024,"Agosto","tasas_2024_66.xlsx"
"1215","Notas BCRD2","JMMB_BDI",0.001109,2024,"Agosto","tasas_2024_66.xlsx"
"1216","Notas BCRD2","POPULAR",0.001012,2024,"Agosto","tasas_2024_66.xlsx"
"1217","Notas BCRD2","RESERVAS",0.000921,2024,"Agosto","tasas_2024_66.xlsx"
"1218","Notas BCRD2","ROMANA",0.000948,2024,"Agosto","tasas_2024_66.xlsx"
"1219","Notas BCRD2","SIEMBRA",0.001056,2024,"Agosto","tasas_2024_66.xlsx"
"1220","Notas BCRD2","TOTAL_CCI",0.000990883618735097,2024,"Agosto","tasas_2024_66.xlsx"
"1221","Notas BCRD2","RESERVAS-R3",0.000825,2024,"Agosto","tasas_2024_66.xlsx"
"1222","Notas BCRD2","BANCO_CENTRAL-R3",0.00117,2024,"Agosto","tasas_2024_66.xlsx"
