"escenario","periodo","simulacion","retorno_simulado"
"Baseline VAR","2026-09",2103,8.45984161156644
"Baseline VAR","2026-10",2103,9.1239813552866
"Baseline VAR","2026-11",2103,8.94682862710015
"Baseline VAR","2026-12",2103,8.87883715117943
"Baseline VAR","2026-01",2104,9.27877361509565
"Baseline VAR","2026-02",2104,9.19396271886685
"Baseline VAR","2026-03",2104,9.25977971833824
"Baseline VAR","2026-04",2104,10.0146847886455
"Baseline VAR","2026-05",2104,8.48926624385205
"Baseline VAR","2026-06",2104,8.68081544725505
"Baseline VAR","2026-07",2104,8.39911294664115
"Baseline VAR","2026-08",2104,8.77129965412459
"Baseline VAR","2026-09",2104,8.81019323636245
"Baseline VAR","2026-10",2104,7.99054257885027
"Baseline VAR","2026-11",2104,7.33360441776756
"Baseline VAR","2026-12",2104,8.91312342323486
"Baseline VAR","2026-01",2105,8.17372062429974
"Baseline VAR","2026-02",2105,10.4595370100039
"Baseline VAR","2026-03",2105,7.75496805337916
"Baseline VAR","2026-04",2105,10.0364550683499
"Baseline VAR","2026-05",2105,8.506795457045
"Baseline VAR","2026-06",2105,8.27846644583971
"Baseline VAR","2026-07",2105,8.79723801966381
"Baseline VAR","2026-08",2105,8.97370065876175
"Baseline VAR","2026-09",2105,8.31500101099711
"Baseline VAR","2026-10",2105,9.17180152371271
"Baseline VAR","2026-11",2105,8.53666009699914
"Baseline VAR","2026-12",2105,9.18199670556249
"Baseline VAR","2026-01",2106,7.73932190306984
"Baseline VAR","2026-02",2106,10.1747612928249
"Baseline VAR","2026-03",2106,10.2844291916616
"Baseline VAR","2026-04",2106,10.0990503078128
"Baseline VAR","2026-05",2106,10.2207448954362
"Baseline VAR","2026-06",2106,10.4556585484898
"Baseline VAR","2026-07",2106,6.71172654250356
"Baseline VAR","2026-08",2106,8.56361171207078
"Baseline VAR","2026-09",2106,9.34456694231085
"Baseline VAR","2026-10",2106,8.86026649313355
"Baseline VAR","2026-11",2106,8.64147768215568
"Baseline VAR","2026-12",2106,8.90222394786314
"Baseline VAR","2026-01",2107,7.86898552612896
"Baseline VAR","2026-02",2107,9.3951182165759
"Baseline VAR","2026-03",2107,9.2691316534299
"Baseline VAR","2026-04",2107,9.47660734676245
"Baseline VAR","2026-05",2107,8.63550238207894
"Baseline VAR","2026-06",2107,8.11882141731993
"Baseline VAR","2026-07",2107,10.362012589209
"Baseline VAR","2026-08",2107,7.45889561266622
"Baseline VAR","2026-09",2107,8.37883827495804
"Baseline VAR","2026-10",2107,8.31931092921388
"Baseline VAR","2026-11",2107,8.113951952686
"Baseline VAR","2026-12",2107,8.82767170811593
"Baseline VAR","2026-01",2108,9.50515056942015
"Baseline VAR","2026-02",2108,10.4281709884091
"Baseline VAR","2026-03",2108,8.44779013925826
"Baseline VAR","2026-04",2108,9.45871047204428
"Baseline VAR","2026-05",2108,8.2984022747673
"Baseline VAR","2026-06",2108,7.88666614296435
"Baseline VAR","2026-07",2108,8.56901830216596
"Baseline VAR","2026-08",2108,8.01825136708579
"Baseline VAR","2026-09",2108,8.52605251971862
"Baseline VAR","2026-10",2108,9.30684683418681
"Baseline VAR","2026-11",2108,7.04347476771466
"Baseline VAR","2026-12",2108,8.89581221343911
"Baseline VAR","2026-01",2109,7.52876490581417
"Baseline VAR","2026-02",2109,8.38139271178635
"Baseline VAR","2026-03",2109,8.87775199644973
"Baseline VAR","2026-04",2109,10.0763695811288
"Baseline VAR","2026-05",2109,8.51170271219116
"Baseline VAR","2026-06",2109,7.49204380580627
"Baseline VAR","2026-07",2109,9.20382066464013
"Baseline VAR","2026-08",2109,8.32101272463795
"Baseline VAR","2026-09",2109,7.86921402931091
"Baseline VAR","2026-10",2109,9.58058758547106
"Baseline VAR","2026-11",2109,6.79630469424999
"Baseline VAR","2026-12",2109,8.06221661990422
"Baseline VAR","2026-01",2110,10.011229640058
"Baseline VAR","2026-02",2110,9.82710303954294
"Baseline VAR","2026-03",2110,9.19398506409314
"Baseline VAR","2026-04",2110,8.99724288460555
"Baseline VAR","2026-05",2110,8.94230392672136
"Baseline VAR","2026-06",2110,8.75124901550567
"Baseline VAR","2026-07",2110,8.01418756489891
"Baseline VAR","2026-08",2110,7.28643632336997
"Baseline VAR","2026-09",2110,6.41630034314781
"Baseline VAR","2026-10",2110,8.61880311597163
"Baseline VAR","2026-11",2110,8.98927463206002
"Baseline VAR","2026-12",2110,8.53627340700286
"Baseline VAR","2026-01",2111,9.54944911746925
"Baseline VAR","2026-02",2111,10.3117683028369
"Baseline VAR","2026-03",2111,10.8702158356989
"Baseline VAR","2026-04",2111,13.2197076686281
"Baseline VAR","2026-05",2111,8.2243995926327
"Baseline VAR","2026-06",2111,8.36995299891541
"Baseline VAR","2026-07",2111,9.23654765900838
"Baseline VAR","2026-08",2111,8.67779149608171
"Baseline VAR","2026-09",2111,8.93229565051923
"Baseline VAR","2026-10",2111,8.8300576451985
"Baseline VAR","2026-11",2111,8.32763796923072
"Baseline VAR","2026-12",2111,8.74203106252587
"Baseline VAR","2026-01",2112,8.66751249588184
"Baseline VAR","2026-02",2112,9.36093726030827
"Baseline VAR","2026-03",2112,9.27860419419988
"Baseline VAR","2026-04",2112,9.50597909004465
"Baseline VAR","2026-05",2112,9.02502188125923
"Baseline VAR","2026-06",2112,9.86482037565339
"Baseline VAR","2026-07",2112,8.77490595332862
"Baseline VAR","2026-08",2112,8.96970024379185
"Baseline VAR","2026-09",2112,7.86528600581985
"Baseline VAR","2026-10",2112,8.38148193873985
"Baseline VAR","2026-11",2112,7.88633218121686
"Baseline VAR","2026-12",2112,8.95784007862309
"Baseline VAR","2026-01",2113,11.5035270824732
"Baseline VAR","2026-02",2113,9.07512480193861
"Baseline VAR","2026-03",2113,9.26671205987278
"Baseline VAR","2026-04",2113,8.74139532190561
"Baseline VAR","2026-05",2113,8.83085657283981
"Baseline VAR","2026-06",2113,9.11738364907467
"Baseline VAR","2026-07",2113,9.00280337544193
"Baseline VAR","2026-08",2113,8.76266818295063
"Baseline VAR","2026-09",2113,9.45858387439243
"Baseline VAR","2026-10",2113,9.5690260511006
"Baseline VAR","2026-11",2113,8.30312900327005
"Baseline VAR","2026-12",2113,7.46725900222501
"Baseline VAR","2026-01",2114,8.03913884356692
"Baseline VAR","2026-02",2114,10.2422182721267
"Baseline VAR","2026-03",2114,9.72873153430769
"Baseline VAR","2026-04",2114,7.99346240245819
"Baseline VAR","2026-05",2114,9.36098464024861
"Baseline VAR","2026-06",2114,8.79118245600536
"Baseline VAR","2026-07",2114,8.78344754498805
"Baseline VAR","2026-08",2114,8.87516339288107
"Baseline VAR","2026-09",2114,8.97835455893048
"Baseline VAR","2026-10",2114,8.46567445134659
"Baseline VAR","2026-11",2114,8.86487545415461
"Baseline VAR","2026-12",2114,9.34191115826699
"Baseline VAR","2026-01",2115,10.8859241634746
"Baseline VAR","2026-02",2115,8.12456480353571
"Baseline VAR","2026-03",2115,9.5458167818767
"Baseline VAR","2026-04",2115,9.42068845799292
"Baseline VAR","2026-05",2115,10.0095153227743
"Baseline VAR","2026-06",2115,7.96173125552426
"Baseline VAR","2026-07",2115,9.47192700105045
"Baseline VAR","2026-08",2115,8.48410691388272
"Baseline VAR","2026-09",2115,9.00789270281661
"Baseline VAR","2026-10",2115,8.56735813862364
"Baseline VAR","2026-11",2115,8.23079185686059
"Baseline VAR","2026-12",2115,7.74126196970551
"Baseline VAR","2026-01",2116,10.7628176663337
"Baseline VAR","2026-02",2116,9.99042131379523
"Baseline VAR","2026-03",2116,9.61596131478349
"Baseline VAR","2026-04",2116,8.66961945077849
"Baseline VAR","2026-05",2116,8.78199843249016
"Baseline VAR","2026-06",2116,8.73425859629302
"Baseline VAR","2026-07",2116,8.25071310097747
"Baseline VAR","2026-08",2116,8.5713393930714
"Baseline VAR","2026-09",2116,8.20687750427468
"Baseline VAR","2026-10",2116,8.40225934435605
"Baseline VAR","2026-11",2116,9.11186805725214
"Baseline VAR","2026-12",2116,8.60932013693316
"Baseline VAR","2026-01",2117,10.0935570582681
"Baseline VAR","2026-02",2117,9.30401407949816
"Baseline VAR","2026-03",2117,9.70728205699235
"Baseline VAR","2026-04",2117,9.86914614694773
"Baseline VAR","2026-05",2117,9.41511060903687
"Baseline VAR","2026-06",2117,8.13782290781053
"Baseline VAR","2026-07",2117,9.620454275143
"Baseline VAR","2026-08",2117,8.00120496898962
"Baseline VAR","2026-09",2117,7.65241410271457
"Baseline VAR","2026-10",2117,10.2037746483499
"Baseline VAR","2026-11",2117,6.13061073961546
"Baseline VAR","2026-12",2117,11.1547511269347
"Baseline VAR","2026-01",2118,8.17131263814431
"Baseline VAR","2026-02",2118,9.9176747515013
"Baseline VAR","2026-03",2118,9.73570497349233
"Baseline VAR","2026-04",2118,9.42854792604476
"Baseline VAR","2026-05",2118,8.06437425712363
"Baseline VAR","2026-06",2118,9.05213912119444
"Baseline VAR","2026-07",2118,9.29058445586384
"Baseline VAR","2026-08",2118,8.86527020804658
"Baseline VAR","2026-09",2118,8.92363142072476
"Baseline VAR","2026-10",2118,8.4483725276674
"Baseline VAR","2026-11",2118,7.6795172358015
"Baseline VAR","2026-12",2118,8.93002005213718
"Baseline VAR","2026-01",2119,10.8402510184844
"Baseline VAR","2026-02",2119,9.28948791687391
"Baseline VAR","2026-03",2119,7.40112102442787
"Baseline VAR","2026-04",2119,10.8632197553008
"Baseline VAR","2026-05",2119,8.97624200201756
"Baseline VAR","2026-06",2119,9.03323764425544
"Baseline VAR","2026-07",2119,9.51427671730589
"Baseline VAR","2026-08",2119,9.40146230910322
"Baseline VAR","2026-09",2119,8.24455582328
"Baseline VAR","2026-10",2119,8.41755219916836
"Baseline VAR","2026-11",2119,8.54715497229401
"Baseline VAR","2026-12",2119,7.90880662169288
"Baseline VAR","2026-01",2120,13.2773750060007
"Baseline VAR","2026-02",2120,8.49837572880318
"Baseline VAR","2026-03",2120,8.13214484825785
"Baseline VAR","2026-04",2120,7.86338767624994
"Baseline VAR","2026-05",2120,7.38336827732201
"Baseline VAR","2026-06",2120,7.43449948456382
"Baseline VAR","2026-07",2120,9.03433470681627
"Baseline VAR","2026-08",2120,8.15985887991825
"Baseline VAR","2026-09",2120,8.53693842419607
"Baseline VAR","2026-10",2120,9.41155276741232
"Baseline VAR","2026-11",2120,7.65268460141451
"Baseline VAR","2026-12",2120,9.82059677097245
"Baseline VAR","2026-01",2121,9.68828869399392
"Baseline VAR","2026-02",2121,9.62951827278625
"Baseline VAR","2026-03",2121,9.21839903000114
"Baseline VAR","2026-04",2121,8.49000743595567
"Baseline VAR","2026-05",2121,9.11286896905601
"Baseline VAR","2026-06",2121,8.82883340134727
"Baseline VAR","2026-07",2121,8.73138444078272
"Baseline VAR","2026-08",2121,9.21710681460324
"Baseline VAR","2026-09",2121,9.31832314351111
"Baseline VAR","2026-10",2121,8.70058396623731
"Baseline VAR","2026-11",2121,9.14318315571044
"Baseline VAR","2026-12",2121,7.45117227906117
"Baseline VAR","2026-01",2122,9.53733519276501
"Baseline VAR","2026-02",2122,8.72525034529786
"Baseline VAR","2026-03",2122,9.97013574679183
"Baseline VAR","2026-04",2122,8.91538867369439
"Baseline VAR","2026-05",2122,9.06927202821937
"Baseline VAR","2026-06",2122,8.55469287068841
"Baseline VAR","2026-07",2122,9.34935058119639
"Baseline VAR","2026-08",2122,9.62833872360306
"Baseline VAR","2026-09",2122,7.49522794115417
"Baseline VAR","2026-10",2122,7.66512304942792
"Baseline VAR","2026-11",2122,8.9044212863804
"Baseline VAR","2026-12",2122,8.52540575827577
"Baseline VAR","2026-01",2123,10.6817440725791
"Baseline VAR","2026-02",2123,8.57200335900479
"Baseline VAR","2026-03",2123,10.0159499471974
"Baseline VAR","2026-04",2123,11.2444012594645
"Baseline VAR","2026-05",2123,8.98520447136875
"Baseline VAR","2026-06",2123,9.00408813135893
"Baseline VAR","2026-07",2123,7.92525050347179
"Baseline VAR","2026-08",2123,8.29201293767632
"Baseline VAR","2026-09",2123,8.53327144549828
"Baseline VAR","2026-10",2123,9.15392021088466
"Baseline VAR","2026-11",2123,9.20887026295941
"Baseline VAR","2026-12",2123,8.96990663200893
"Baseline VAR","2026-01",2124,10.315400397216
"Baseline VAR","2026-02",2124,9.65527129477491
"Baseline VAR","2026-03",2124,9.90700209978452
"Baseline VAR","2026-04",2124,9.40934101049654
"Baseline VAR","2026-05",2124,10.0391215620043
"Baseline VAR","2026-06",2124,9.82929062609042
"Baseline VAR","2026-07",2124,6.43743934837002
"Baseline VAR","2026-08",2124,9.38289242410998
"Baseline VAR","2026-09",2124,7.68055708749486
"Baseline VAR","2026-10",2124,6.66300200463159
"Baseline VAR","2026-11",2124,6.90398202841501
"Baseline VAR","2026-12",2124,7.95395967114048
"Baseline VAR","2026-01",2125,11.7368575976426
"Baseline VAR","2026-02",2125,8.62602855127746
"Baseline VAR","2026-03",2125,8.62858457171739
"Baseline VAR","2026-04",2125,9.63133431025595
"Baseline VAR","2026-05",2125,9.7871443685674
"Baseline VAR","2026-06",2125,10.9875468857773
"Baseline VAR","2026-07",2125,6.11262782628439
"Baseline VAR","2026-08",2125,11.730231845756
"Baseline VAR","2026-09",2125,6.65123693182655
"Baseline VAR","2026-10",2125,8.60941156502565
"Baseline VAR","2026-11",2125,8.81602903536583
"Baseline VAR","2026-12",2125,8.51855816323618
"Baseline VAR","2026-01",2126,9.85222577118727
"Baseline VAR","2026-02",2126,8.58064986012024
"Baseline VAR","2026-03",2126,10.3429550949291
"Baseline VAR","2026-04",2126,9.6856517545417
"Baseline VAR","2026-05",2126,8.25541415402045
"Baseline VAR","2026-06",2126,10.5343980386746
"Baseline VAR","2026-07",2126,8.43215192521169
"Baseline VAR","2026-08",2126,9.23980740050978
"Baseline VAR","2026-09",2126,9.26985974219114
"Baseline VAR","2026-10",2126,9.4671794023294
"Baseline VAR","2026-11",2126,8.61549834110234
"Baseline VAR","2026-12",2126,9.20587272926269
"Baseline VAR","2026-01",2127,10.4155258829965
"Baseline VAR","2026-02",2127,8.5780532853743
"Baseline VAR","2026-03",2127,9.70370687901949
"Baseline VAR","2026-04",2127,9.27788254174558
"Baseline VAR","2026-05",2127,8.68366691885926
"Baseline VAR","2026-06",2127,8.07983350344776
"Baseline VAR","2026-07",2127,9.92258018822668
"Baseline VAR","2026-08",2127,8.43774095957656
"Baseline VAR","2026-09",2127,9.1573509688949
"Baseline VAR","2026-10",2127,7.95109983597917
"Baseline VAR","2026-11",2127,8.22713387031025
"Baseline VAR","2026-12",2127,8.42716033127042
"Baseline VAR","2026-01",2128,7.37909583873604
"Baseline VAR","2026-02",2128,10.1476359929834
"Baseline VAR","2026-03",2128,8.76749568037159
"Baseline VAR","2026-04",2128,9.61567223240248
"Baseline VAR","2026-05",2128,8.60513932651791
"Baseline VAR","2026-06",2128,9.44906488736964
"Baseline VAR","2026-07",2128,8.44855844108497
"Baseline VAR","2026-08",2128,7.94277165749419
"Baseline VAR","2026-09",2128,8.4951929528988
"Baseline VAR","2026-10",2128,8.25145026967722
"Baseline VAR","2026-11",2128,7.66292160271944
"Baseline VAR","2026-12",2128,8.94258208365534
"Baseline VAR","2026-01",2129,10.3610378438552
"Baseline VAR","2026-02",2129,7.86013629435605
"Baseline VAR","2026-03",2129,7.71945043763156
"Baseline VAR","2026-04",2129,10.1835299655466
"Baseline VAR","2026-05",2129,9.16064189660328
"Baseline VAR","2026-06",2129,8.46108230927981
"Baseline VAR","2026-07",2129,8.79664780424378
"Baseline VAR","2026-08",2129,8.47296684302013
"Baseline VAR","2026-09",2129,8.43931307735839
"Baseline VAR","2026-10",2129,7.6593267149538
"Baseline VAR","2026-11",2129,7.24107427988649
"Baseline VAR","2026-12",2129,9.87328407705046
"Baseline VAR","2026-01",2130,9.93894908637059
"Baseline VAR","2026-02",2130,8.95068731089774
"Baseline VAR","2026-03",2130,9.04899486721284
"Baseline VAR","2026-04",2130,8.96177905598019
"Baseline VAR","2026-05",2130,9.23942182388106
"Baseline VAR","2026-06",2130,8.56068269661097
"Baseline VAR","2026-07",2130,9.12565456958814
"Baseline VAR","2026-08",2130,9.29603860166612
"Baseline VAR","2026-09",2130,7.16425507118971
"Baseline VAR","2026-10",2130,9.19982306664747
"Baseline VAR","2026-11",2130,7.47943028440411
"Baseline VAR","2026-12",2130,9.98550609062961
"Baseline VAR","2026-01",2131,10.9595973603121
"Baseline VAR","2026-02",2131,10.245566310463
"Baseline VAR","2026-03",2131,7.87007864171285
"Baseline VAR","2026-04",2131,8.19476820233185
"Baseline VAR","2026-05",2131,9.15568678386472
"Baseline VAR","2026-06",2131,9.31964912973807
"Baseline VAR","2026-07",2131,8.8015549698549
"Baseline VAR","2026-08",2131,9.46596819172335
"Baseline VAR","2026-09",2131,8.23778776261338
"Baseline VAR","2026-10",2131,8.74182564024584
"Baseline VAR","2026-11",2131,7.66280269038855
"Baseline VAR","2026-12",2131,7.30322713477153
"Baseline VAR","2026-01",2132,8.39561971631072
"Baseline VAR","2026-02",2132,9.08749463406265
"Baseline VAR","2026-03",2132,9.26358979192155
"Baseline VAR","2026-04",2132,9.5657659527327
"Baseline VAR","2026-05",2132,8.54518294676574
"Baseline VAR","2026-06",2132,8.51110431222297
"Baseline VAR","2026-07",2132,8.89929517136931
"Baseline VAR","2026-08",2132,9.13200726781654
"Baseline VAR","2026-09",2132,8.62820991992408
"Baseline VAR","2026-10",2132,8.06733044253966
"Baseline VAR","2026-11",2132,9.01312512677386
"Baseline VAR","2026-12",2132,8.99235498427334
"Baseline VAR","2026-01",2133,11.620334279846
"Baseline VAR","2026-02",2133,6.902305587714
"Baseline VAR","2026-03",2133,10.6875295515815
"Baseline VAR","2026-04",2133,11.0761859137245
"Baseline VAR","2026-05",2133,11.6977089786694
"Baseline VAR","2026-06",2133,5.84449245348239
"Baseline VAR","2026-07",2133,8.63727416791408
"Baseline VAR","2026-08",2133,8.80226973800761
"Baseline VAR","2026-09",2133,7.86622499015206
"Baseline VAR","2026-10",2133,8.52970142978357
"Baseline VAR","2026-11",2133,8.86940691619633
"Baseline VAR","2026-12",2133,7.97493765220391
"Baseline VAR","2026-01",2134,7.9894483128935
"Baseline VAR","2026-02",2134,7.08794833334574
"Baseline VAR","2026-03",2134,8.73604529626473
"Baseline VAR","2026-04",2134,8.80641033364961
"Baseline VAR","2026-05",2134,10.0867099257523
"Baseline VAR","2026-06",2134,8.1385065012308
"Baseline VAR","2026-07",2134,8.5715404650283
"Baseline VAR","2026-08",2134,8.39379154571499
"Baseline VAR","2026-09",2134,7.23391033795299
"Baseline VAR","2026-10",2134,9.77936150924535
"Baseline VAR","2026-11",2134,8.424796178111
"Baseline VAR","2026-12",2134,8.28685724075362
"Baseline VAR","2026-01",2135,9.90526998031056
"Baseline VAR","2026-02",2135,10.0856451634515
"Baseline VAR","2026-03",2135,9.64913630146327
"Baseline VAR","2026-04",2135,9.57601243732639
"Baseline VAR","2026-05",2135,9.63193555867598
"Baseline VAR","2026-06",2135,9.29005201466187
"Baseline VAR","2026-07",2135,9.24351401491096
"Baseline VAR","2026-08",2135,9.2302821834437
"Baseline VAR","2026-09",2135,8.82868732108262
"Baseline VAR","2026-10",2135,8.5887145421538
"Baseline VAR","2026-11",2135,8.61857233178372
"Baseline VAR","2026-12",2135,8.52600587943449
"Baseline VAR","2026-01",2136,6.6106893739276
"Baseline VAR","2026-02",2136,10.749041710535
"Baseline VAR","2026-03",2136,10.8233802743064
"Baseline VAR","2026-04",2136,10.448227227147
"Baseline VAR","2026-05",2136,10.0915611322257
"Baseline VAR","2026-06",2136,10.1372092869053
"Baseline VAR","2026-07",2136,7.44498809599159
"Baseline VAR","2026-08",2136,8.97326102813456
"Baseline VAR","2026-09",2136,8.75406843189795
"Baseline VAR","2026-10",2136,9.21279109319521
"Baseline VAR","2026-11",2136,7.20645504456167
"Baseline VAR","2026-12",2136,7.13558971878882
"Baseline VAR","2026-01",2137,9.45585578971819
"Baseline VAR","2026-02",2137,9.80388218637819
"Baseline VAR","2026-03",2137,9.10042864642113
"Baseline VAR","2026-04",2137,9.50079497901012
"Baseline VAR","2026-05",2137,9.15469513806463
"Baseline VAR","2026-06",2137,9.39921608745145
"Baseline VAR","2026-07",2137,8.78104257646395
"Baseline VAR","2026-08",2137,7.91963383459141
"Baseline VAR","2026-09",2137,9.13543184064641
"Baseline VAR","2026-10",2137,8.33198994042699
"Baseline VAR","2026-11",2137,8.88205774765251
"Baseline VAR","2026-12",2137,7.95104530785944
"Baseline VAR","2026-01",2138,10.5400347633326
"Baseline VAR","2026-02",2138,7.62519510498455
"Baseline VAR","2026-03",2138,10.4563168676899
"Baseline VAR","2026-04",2138,9.54810000987006
"Baseline VAR","2026-05",2138,8.67320801545836
"Baseline VAR","2026-06",2138,8.5104126488387
"Baseline VAR","2026-07",2138,9.30669270415942
"Baseline VAR","2026-08",2138,8.41820163386823
"Baseline VAR","2026-09",2138,8.91728970931494
"Baseline VAR","2026-10",2138,9.09728471116112
"Baseline VAR","2026-11",2138,8.44894861448026
"Baseline VAR","2026-12",2138,7.75616320918796
"Baseline VAR","2026-01",2139,8.69822174190127
"Baseline VAR","2026-02",2139,9.6438839164903
"Baseline VAR","2026-03",2139,9.54207011936144
"Baseline VAR","2026-04",2139,8.03594633117501
"Baseline VAR","2026-05",2139,11.9655858532303
"Baseline VAR","2026-06",2139,8.83740017289233
"Baseline VAR","2026-07",2139,9.23925697564843
"Baseline VAR","2026-08",2139,10.0651917276023
"Baseline VAR","2026-09",2139,9.16305192646922
"Baseline VAR","2026-10",2139,8.72553055592891
"Baseline VAR","2026-11",2139,8.52406054748525
"Baseline VAR","2026-12",2139,9.40221651924678
"Baseline VAR","2026-01",2140,8.90930831457809
"Baseline VAR","2026-02",2140,9.57059440239477
"Baseline VAR","2026-03",2140,8.55873529211761
"Baseline VAR","2026-04",2140,9.10136856638812
"Baseline VAR","2026-05",2140,9.281006359448
"Baseline VAR","2026-06",2140,9.54385281165917
"Baseline VAR","2026-07",2140,8.1180688308423
"Baseline VAR","2026-08",2140,8.77311791249548
"Baseline VAR","2026-09",2140,9.07210494347962
"Baseline VAR","2026-10",2140,8.29771803659083
"Baseline VAR","2026-11",2140,8.4132630375334
"Baseline VAR","2026-12",2140,8.48822551504993
"Baseline VAR","2026-01",2141,9.42961102852127
"Baseline VAR","2026-02",2141,9.38660655779013
"Baseline VAR","2026-03",2141,9.22420137356351
"Baseline VAR","2026-04",2141,8.43427321726513
"Baseline VAR","2026-05",2141,9.08416080689922
"Baseline VAR","2026-06",2141,9.03205208642908
"Baseline VAR","2026-07",2141,8.37431940130574
"Baseline VAR","2026-08",2141,8.69165090461123
"Baseline VAR","2026-09",2141,8.98642348970611
"Baseline VAR","2026-10",2141,8.69218426873748
"Baseline VAR","2026-11",2141,8.70603348101725
"Baseline VAR","2026-12",2141,8.24465893887084
"Baseline VAR","2026-01",2142,6.89566976743645
"Baseline VAR","2026-02",2142,8.9489339290227
"Baseline VAR","2026-03",2142,7.7729616255516
"Baseline VAR","2026-04",2142,8.63732222600039
"Baseline VAR","2026-05",2142,9.59357817703665
"Baseline VAR","2026-06",2142,7.92898914747259
"Baseline VAR","2026-07",2142,9.69823539466374
"Baseline VAR","2026-08",2142,8.40640304246195
"Baseline VAR","2026-09",2142,8.84362684709289
"Baseline VAR","2026-10",2142,8.260699789163
"Baseline VAR","2026-11",2142,7.50991256333019
"Baseline VAR","2026-12",2142,8.61260026770337
"Baseline VAR","2026-01",2143,13.1680692174775
"Baseline VAR","2026-02",2143,7.9076783983859
"Baseline VAR","2026-03",2143,8.33204166754584
"Baseline VAR","2026-04",2143,11.2296434562018
"Baseline VAR","2026-05",2143,8.27963162360355
"Baseline VAR","2026-06",2143,9.02100919097707
"Baseline VAR","2026-07",2143,7.87989853693526
"Baseline VAR","2026-08",2143,9.8225568672908
"Baseline VAR","2026-09",2143,8.30624136173357
"Baseline VAR","2026-10",2143,8.63153377700693
"Baseline VAR","2026-11",2143,9.080596621591
"Baseline VAR","2026-12",2143,9.30883638608116
"Baseline VAR","2026-01",2144,9.22478178525794
"Baseline VAR","2026-02",2144,8.93067682511237
"Baseline VAR","2026-03",2144,9.53652627889052
"Baseline VAR","2026-04",2144,8.23215489762497
"Baseline VAR","2026-05",2144,9.69667295343934
"Baseline VAR","2026-06",2144,7.63900468854985
"Baseline VAR","2026-07",2144,9.67561299808636
"Baseline VAR","2026-08",2144,9.67303805365781
"Baseline VAR","2026-09",2144,9.61415539175552
"Baseline VAR","2026-10",2144,8.96763320542417
"Baseline VAR","2026-11",2144,8.58221333514346
"Baseline VAR","2026-12",2144,8.42675143284836
"Baseline VAR","2026-01",2145,10.1491668671336
"Baseline VAR","2026-02",2145,10.7661232904386
"Baseline VAR","2026-03",2145,10.1404136967734
"Baseline VAR","2026-04",2145,9.13144336295125
"Baseline VAR","2026-05",2145,9.2432568125731
"Baseline VAR","2026-06",2145,8.73607197247906
"Baseline VAR","2026-07",2145,8.86237713925892
"Baseline VAR","2026-08",2145,8.37087088190241
"Baseline VAR","2026-09",2145,7.42273402049925
"Baseline VAR","2026-10",2145,9.9748895837835
"Baseline VAR","2026-11",2145,8.51501163542274
"Baseline VAR","2026-12",2145,8.37031246995148
"Baseline VAR","2026-01",2146,11.7815936055865
"Baseline VAR","2026-02",2146,6.87017558344877
"Baseline VAR","2026-03",2146,7.57870203013195
"Baseline VAR","2026-04",2146,6.61402847121808
"Baseline VAR","2026-05",2146,9.20860745963862
"Baseline VAR","2026-06",2146,9.19401795187112
"Baseline VAR","2026-07",2146,8.85600511761289
"Baseline VAR","2026-08",2146,8.20899603428045
"Baseline VAR","2026-09",2146,7.88402287316195
"Baseline VAR","2026-10",2146,8.47973425315882
"Baseline VAR","2026-11",2146,9.30572357416953
"Baseline VAR","2026-12",2146,7.54688533198323
"Baseline VAR","2026-01",2147,8.27856210695852
"Baseline VAR","2026-02",2147,9.07465045553338
"Baseline VAR","2026-03",2147,9.07069654366029
"Baseline VAR","2026-04",2147,8.7679834216398
"Baseline VAR","2026-05",2147,8.29359007947143
"Baseline VAR","2026-06",2147,7.54491057766786
"Baseline VAR","2026-07",2147,6.90840729695875
"Baseline VAR","2026-08",2147,10.73145959847
"Baseline VAR","2026-09",2147,10.553912006439
"Baseline VAR","2026-10",2147,5.86668372390723
"Baseline VAR","2026-11",2147,11.569843700354
"Baseline VAR","2026-12",2147,10.3222728482964
"Baseline VAR","2026-01",2148,7.33905294525227
"Baseline VAR","2026-02",2148,11.0547011744658
"Baseline VAR","2026-03",2148,8.54104572469647
"Baseline VAR","2026-04",2148,9.28725985724793
"Baseline VAR","2026-05",2148,9.10834135555015
"Baseline VAR","2026-06",2148,9.00142920944388
"Baseline VAR","2026-07",2148,8.78863334918921
"Baseline VAR","2026-08",2148,9.08316895632357
"Baseline VAR","2026-09",2148,8.50956232312327
"Baseline VAR","2026-10",2148,8.3866372721095
"Baseline VAR","2026-11",2148,8.64573610437331
"Baseline VAR","2026-12",2148,8.83638648507884
"Baseline VAR","2026-01",2149,9.6766953075112
"Baseline VAR","2026-02",2149,9.67023204598078
"Baseline VAR","2026-03",2149,8.77776345053262
"Baseline VAR","2026-04",2149,7.97697630265029
"Baseline VAR","2026-05",2149,9.53675866636509
"Baseline VAR","2026-06",2149,9.18678497452012
"Baseline VAR","2026-07",2149,8.57834878551123
"Baseline VAR","2026-08",2149,8.52565748155204
"Baseline VAR","2026-09",2149,8.63154303142312
"Baseline VAR","2026-10",2149,7.39187641406577
"Baseline VAR","2026-11",2149,8.03592876422544
"Baseline VAR","2026-12",2149,9.0318622424089
"Baseline VAR","2026-01",2150,10.3866245262793
"Baseline VAR","2026-02",2150,8.23538826027833
"Baseline VAR","2026-03",2150,8.28053533871996
