periodo,escenario,crecimiento,deprec_fx,embi,inflacion,interbancaria
2025-08,histórico,1.4901733852201282,4.1129742410261905,2.98,3.6505954844530564,10.71
2025-09,histórico,1.100355986521695,4.745771893565287,2.87,3.684467698075178,8.42
2025-10,histórico,0.17880368872980057,5.727833727359322,2.8,4.1411281546306355,7.14
2025-11,histórico,3.111327335277103,5.733336216158147,2.84,4.702412201201156,6.83
2025-12,histórico,2.2858138076050416,4.335242991202293,2.78,4.838208418009149,7
2026-01,baseline,3.778103483662365,3.647359562643919,2.8963651678291775,4.854202836461878,7.008076512276599
2026-01,adverso,-9.31946690533314,5.284232998224985,7.208756747962877,8.826244230727163,13.513436692905861
2026-01,conjunta p99,3.6102910637146617,4.0009883484312,3.2488556814737017,4.954042717558383,7.1334802521268665
2026-01,condicional,-10,8,8.5,8,15
2026-02,baseline,4.72335025552177,3.3453219590101595,3.082041498601095,4.938328373490192,7.032579430298727
2026-02,adverso,-2.388597610166627,3.0808221017666497,8.664057390696946,9.58628823402541,13.467200080846993
2026-02,conjunta p99,4.080103611406367,3.7612684809473285,3.476728746636621,5.06235386435946,7.324838307855756
2026-02,condicional,-2,7,7.25,7.5,10
2026-03,baseline,5.148713101169086,3.093876498818183,3.292113091027047,5.002212309035562,7.060618064010839
2026-03,adverso,3.029297772489695,2.243086775494728,7.666609068570035,10.39142772993606,13.260588173082214
2026-03,conjunta p99,4.756412721409506,3.325656975046327,3.626738425376946,5.1370794370127095,7.278717817303131
2026-03,condicional,1.5,6,6,7,8.75
2026-04,baseline,5.292891747542685,2.839432062479193,3.4900819745509093,5.026023704337392,7.096496514589381
2026-04,adverso,4.99404884250016,1.5624793418646288,5.908026923187153,10.817407451312716,13.158342784186168
2026-04,conjunta p99,4.002150173745043,3.112634627259589,3.7709915924754998,5.09351031303605,7.322317151128208
2026-04,condicional,1.8,5,5.75,6.5,8.5
2026-05,baseline,5.291757871267388,2.6057530178840773,3.66305595537105,5.019320921583483,7.141415372111594
2026-05,adverso,5.03944534651265,0.7968695266289227,4.154325854715582,10.767937144956912,13.145537867906654
2026-05,conjunta p99,3.9090397459760458,2.961288568493642,3.7757735354298285,5.19058205482293,7.370648019821285
2026-05,condicional,2,4.5,5.5,6,8.25
2026-06,baseline,5.216683953699863,2.4155153254131383,3.810657089087634,4.995240344616692,7.1930045548947295
2026-06,adverso,4.393388296219841,0.12748189483496142,2.706115414238094,10.397630708210858,13.190137813143686
2026-06,conjunta p99,4.882601768943208,2.678169070080503,3.876345519080599,5.213722470028618,7.41747751418598
2026-06,condicional,1.7963846225312778,4.280598571173365,4.981410786997067,5.84000200088941,8.284881086422455
2026-07,baseline,5.10831183673637,2.2773434965852575,3.9358064460712257,4.963887473020333,7.248118177351291
2026-07,adverso,3.697471330390517,-0.3047748436040829,1.6457614671745626,9.88187001076559,13.254326079634815
2026-07,conjunta p99,3.740795463618162,2.626802459257651,4.225196233194528,5.120998781374678,7.277019585463873
2026-07,condicional,1.9035338636285821,4.0814251903871535,4.497650102083217,5.746389248224071,8.314852823246985
2026-08,baseline,4.990258829679005,2.1893012715605984,4.041125704014432,4.931721027946813,7.304118998278815
2026-08,adverso,3.2091059816972702,-0.478229907682691,0.9481787606719495,9.34037526824191,13.309088868156417
2026-08,conjunta p99,4.3783710701330145,2.638589029419609,4.286050971183792,5.073563900503143,7.589711471960271
2026-08,condicional,2.2234921879553426,3.9119985283402228,4.103280184984335,5.690738380058296,8.334396576351415
2026-09,baseline,4.875324231401429,2.1439392030332876,4.128342718467194,4.902248306979084,7.359162427593769
2026-09,adverso,2.9749738042212495,-0.4454260636834977,0.5429075014382325,8.83409737410838,13.338773533980056
2026-09,conjunta p99,3.38899435827428,2.481510325147952,4.400008707956211,4.99722145954903,7.83814357305
2026-09,condicional,2.6139477428797093,3.7545855974859332,3.805258835814965,5.655895934067764,8.346852252730862
2026-10,baseline,4.769429827762089,2.131938542768059,4.1986757576291955,4.876898789249421,7.41211034888901
2026-10,adverso,2.944196114843127,-0.2811331455840742,0.350724067366059,8.382896439603844,13.338615947371036
2026-10,conjunta p99,3.361066501834781,2.435935987566145,4.567204513624695,4.953895299452423,7.71824093201911
2026-10,condicional,2.996430362699553,3.5923940402603174,3.592587936865847,5.627279565736602,8.355294068648961
2026-11,baseline,4.6744874741335725,2.14425330738052,4.253293018600001,4.855807865934443,7.46234923295029
2026-11,adverso,3.0365174316512054,-0.05114219911578455,0.30244790150282985,7.984129428151393,13.310399755717976
2026-11,conjunta p99,3.6517183445068593,2.3361003859717364,4.786904463438536,4.974786433003427,7.756038858588838
2026-11,condicional,3.334644764411124,3.4213743202038716,3.449611382300165,5.595739965455438,8.362396891818744
2026-12,baseline,4.590384186533659,2.173145932972245,4.293575016503597,4.838428250816427,7.50961283238764
2026-12,adverso,3.1783641522116044,0.19959623005356764,0.34569396383453466,7.626280565280021,13.258744744509414
2026-12,conjunta p99,3.3587714971430436,2.54393866800977,4.4773556209542935,4.894681307027286,7.737338089858618
2026-12,condicional,3.6147485263506365,3.2465218180743296,3.361702221199934,5.556973687664977,8.369940176654149
