instrumento,fund,rate,mes,year
Certificados Inversión Especial BCRD2,ATLÁNTICO,9.01,9,2019
Certificados Inversión Especial BCRD2,CRECER_(*),8.99,9,2019
Certificados Inversión Especial BCRD2,JMMB_BDI,8.83,9,2019
Certificados Inversión Especial BCRD2,POPULAR,9.08,9,2019
Certificados Inversión Especial BCRD2,RESERVAS,9.13,9,2019
Certificados Inversión Especial BCRD2,ROMANA,9.09,9,2019
Certificados Inversión Especial BCRD2,SIEMBRA,8.92,9,2019
Certificados Inversión Especial BCRD2,RESERVAS-R3,9.04,9,2019
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,11.49,9,2019
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,9.15,9,2019
Letras BCRD2,ATLÁNTICO,0,9,2019
Letras BCRD2,CRECER_(*),0,9,2019
Letras BCRD2,JMMB_BDI,0,9,2019
Letras BCRD2,POPULAR,0,9,2019
Letras BCRD2,RESERVAS,0,9,2019
Letras BCRD2,ROMANA,0,9,2019
Letras BCRD2,SIEMBRA,7.75,9,2019
Letras BCRD2,RESERVAS-R3,0,9,2019
Letras BCRD2,BANCO_CENTRAL-R3,0,9,2019
Letras BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,0,9,2019
Notas BCRD2,ATLÁNTICO,9.09,9,2019
Notas BCRD2,CRECER_(*),9.07,9,2019
Notas BCRD2,JMMB_BDI,8.959999999999999,9,2019
Notas BCRD2,POPULAR,9.02,9,2019
Notas BCRD2,RESERVAS,9.11,9,2019
Notas BCRD2,ROMANA,9.180000000000001,9,2019
Notas BCRD2,SIEMBRA,9.01,9,2019
Notas BCRD2,RESERVAS-R3,9,9,2019
Notas BCRD2,BANCO_CENTRAL-R3,9.09,9,2019
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,9.120000000000001,9,2019
Bonos Ministerio de Hacienda,ATLÁNTICO,9.379999999999999,10,2019
Bonos Ministerio de Hacienda,CRECER_(*),9.01,10,2019
Bonos Ministerio de Hacienda,JMMB_BDI,9.28,10,2019
Bonos Ministerio de Hacienda,POPULAR,8.04,10,2019
Bonos Ministerio de Hacienda,RESERVAS,8.709999999999999,10,2019
Bonos Ministerio de Hacienda,ROMANA,9.53,10,2019
Bonos Ministerio de Hacienda,SIEMBRA,7.51,10,2019
Bonos Ministerio de Hacienda,RESERVAS-R3,9,10,2019
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,9.39,10,2019
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,8.6,10,2019
Bonos EIF 1,ATLÁNTICO,9.83,10,2019
Bonos EIF 1,CRECER_(*),10.23,10,2019
Bonos EIF 1,JMMB_BDI,10.37,10,2019
Bonos EIF 1,POPULAR,9.51,10,2019
Bonos EIF 1,RESERVAS,9.68,10,2019
Bonos EIF 1,ROMANA,0,10,2019
Bonos EIF 1,SIEMBRA,9.59,10,2019
Bonos EIF 1,RESERVAS-R3,8.91,10,2019
Bonos EIF 1,BANCO_CENTRAL-R3,0,10,2019
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,9.77,10,2019
Certificados de Depósito EIF1,ATLÁNTICO,7.5200000000000005,10,2019
Certificados de Depósito EIF1,CRECER_(*),6.069999999999999,10,2019
Certificados de Depósito EIF1,JMMB_BDI,7.85,10,2019
Certificados de Depósito EIF1,POPULAR,7.3999999999999995,10,2019
Certificados de Depósito EIF1,RESERVAS,7.4399999999999995,10,2019
Certificados de Depósito EIF1,ROMANA,8.37,10,2019
Certificados de Depósito EIF1,SIEMBRA,5.41,10,2019
Certificados de Depósito EIF1,RESERVAS-R3,7.55,10,2019
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,8.66,10,2019
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,7.35,10,2019
Certificados Inversión Especial BCRD2,ATLÁNTICO,8.98,10,2019
Certificados Inversión Especial BCRD2,CRECER_(*),8.959999999999999,10,2019
Certificados Inversión Especial BCRD2,JMMB_BDI,8.94,10,2019
Certificados Inversión Especial BCRD2,POPULAR,9.08,10,2019
Certificados Inversión Especial BCRD2,RESERVAS,9.139999999999999,10,2019
Certificados Inversión Especial BCRD2,ROMANA,9.09,10,2019
Certificados Inversión Especial BCRD2,SIEMBRA,8.92,10,2019
Certificados Inversión Especial BCRD2,RESERVAS-R3,9.04,10,2019
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,11.600000000000001,10,2019
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,9.15,10,2019
Letras BCRD2,ATLÁNTICO,0,10,2019
Letras BCRD2,CRECER_(*),0,10,2019
Letras BCRD2,JMMB_BDI,0,10,2019
Letras BCRD2,POPULAR,0,10,2019
Letras BCRD2,RESERVAS,0,10,2019
Letras BCRD2,ROMANA,0,10,2019
Letras BCRD2,SIEMBRA,7.76,10,2019
Letras BCRD2,RESERVAS-R3,0,10,2019
Letras BCRD2,BANCO_CENTRAL-R3,0,10,2019
Letras BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,0,10,2019
Notas BCRD2,ATLÁNTICO,9.139999999999999,10,2019
Notas BCRD2,CRECER_(*),9.26,10,2019
Notas BCRD2,JMMB_BDI,9.030000000000001,10,2019
Notas BCRD2,POPULAR,9.180000000000001,10,2019
Notas BCRD2,RESERVAS,9.2,10,2019
Notas BCRD2,ROMANA,9.19,10,2019
Notas BCRD2,SIEMBRA,9.09,10,2019
Notas BCRD2,RESERVAS-R3,9.08,10,2019
Notas BCRD2,BANCO_CENTRAL-R3,9.29,10,2019
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,9.2,10,2019
Bonos Ministerio de Hacienda,ATLÁNTICO,9.34,11,2019
Bonos Ministerio de Hacienda,CRECER_(*),9.01,11,2019
Bonos Ministerio de Hacienda,JMMB_BDI,9.4,11,2019
Bonos Ministerio de Hacienda,POPULAR,8.02,11,2019
Bonos Ministerio de Hacienda,RESERVAS,8.76,11,2019
Bonos Ministerio de Hacienda,ROMANA,9.51,11,2019
Bonos Ministerio de Hacienda,SIEMBRA,7.51,11,2019
Bonos Ministerio de Hacienda,RESERVAS-R3,9.030000000000001,11,2019
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,9.41,11,2019
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,8.61,11,2019
Bonos EIF 1,ATLÁNTICO,9.83,11,2019
Bonos EIF 1,CRECER_(*),10.24,11,2019
Bonos EIF 1,JMMB_BDI,10.16,11,2019
Bonos EIF 1,POPULAR,9.54,11,2019
Bonos EIF 1,RESERVAS,9.71,11,2019
Bonos EIF 1,ROMANA,0,11,2019
Bonos EIF 1,SIEMBRA,9.59,11,2019
Bonos EIF 1,RESERVAS-R3,9.17,11,2019
Bonos EIF 1,BANCO_CENTRAL-R3,10,11,2019
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,9.790000000000001,11,2019
Certificados de Depósito EIF1,ATLÁNTICO,7.55,11,2019
Certificados de Depósito EIF1,CRECER_(*),5.96,11,2019
Certificados de Depósito EIF1,JMMB_BDI,8.21,11,2019
Certificados de Depósito EIF1,POPULAR,5.62,11,2019
Certificados de Depósito EIF1,RESERVAS,8.04,11,2019
Certificados de Depósito EIF1,ROMANA,8.260000000000002,11,2019
Certificados de Depósito EIF1,SIEMBRA,4.67,11,2019
Certificados de Depósito EIF1,RESERVAS-R3,6.8500000000000005,11,2019
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,8.790000000000001,11,2019
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,6.81,11,2019
Certificados Inversión Especial BCRD2,ATLÁNTICO,8.99,11,2019
Certificados Inversión Especial BCRD2,CRECER_(*),8.97,11,2019
Certificados Inversión Especial BCRD2,JMMB_BDI,8.95,11,2019
Certificados Inversión Especial BCRD2,POPULAR,9.08,11,2019
Certificados Inversión Especial BCRD2,RESERVAS,9.139999999999999,11,2019
Certificados Inversión Especial BCRD2,ROMANA,9.09,11,2019
Certificados Inversión Especial BCRD2,SIEMBRA,8.92,11,2019
Certificados Inversión Especial BCRD2,RESERVAS-R3,9.04,11,2019
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,11.61,11,2019
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,9.15,11,2019
Letras BCRD2,ATLÁNTICO,0,11,2019
Letras BCRD2,CRECER_(*),0,11,2019
Letras BCRD2,JMMB_BDI,0,11,2019
Letras BCRD2,POPULAR,0,11,2019
Letras BCRD2,RESERVAS,0,11,2019
Letras BCRD2,ROMANA,0,11,2019
Letras BCRD2,SIEMBRA,7.76,11,2019
Letras BCRD2,RESERVAS-R3,0,11,2019
Letras BCRD2,BANCO_CENTRAL-R3,0,11,2019
Letras BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,0,11,2019
Notas BCRD2,ATLÁNTICO,9.09,11,2019
Notas BCRD2,CRECER_(*),9.16,11,2019
Notas BCRD2,JMMB_BDI,9.04,11,2019
Notas BCRD2,POPULAR,9.13,11,2019
Notas BCRD2,RESERVAS,9.21,11,2019
Notas BCRD2,ROMANA,9.180000000000001,11,2019
Notas BCRD2,SIEMBRA,9.04,11,2019
Notas BCRD2,RESERVAS-R3,9.08,11,2019
Notas BCRD2,BANCO_CENTRAL-R3,9.17,11,2019
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,9.2,11,2019
Bonos Ministerio de Hacienda,ATLÁNTICO,9.35,12,2019
Bonos Ministerio de Hacienda,CRECER_(*),8.9,12,2019
Bonos Ministerio de Hacienda,JMMB_BDI,9.41,12,2019
Bonos Ministerio de Hacienda,POPULAR,8.02,12,2019
Bonos Ministerio de Hacienda,RESERVAS,8.85,12,2019
Bonos Ministerio de Hacienda,ROMANA,9.520000000000001,12,2019
Bonos Ministerio de Hacienda,SIEMBRA,7.51,12,2019
Bonos Ministerio de Hacienda,RESERVAS-R3,9.06,12,2019
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,9.42,12,2019
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,8.68,12,2019
Bonos EIF 1,ATLÁNTICO,9.8,12,2019
Bonos EIF 1,CRECER_(*),10.24,12,2019
Bonos EIF 1,JMMB_BDI,10.16,12,2019
Bonos EIF 1,POPULAR,9.59,12,2019
Bonos EIF 1,RESERVAS,9.74,12,2019
Bonos EIF 1,ROMANA,10,12,2019
Bonos EIF 1,SIEMBRA,9.65,12,2019
Bonos EIF 1,RESERVAS-R3,9.229999999999999,12,2019
Bonos EIF 1,BANCO_CENTRAL-R3,10,12,2019
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,9.83,12,2019
Certificados de Depósito EIF1,ATLÁNTICO,7.33,12,2019
Certificados de Depósito EIF1,CRECER_(*),7.090000000000001,12,2019
Certificados de Depósito EIF1,JMMB_BDI,9.17,12,2019
Certificados de Depósito EIF1,POPULAR,6.87,12,2019
Certificados de Depósito EIF1,RESERVAS,8.98,12,2019
Certificados de Depósito EIF1,ROMANA,8.36,12,2019
Certificados de Depósito EIF1,SIEMBRA,6.909999999999999,12,2019
Certificados de Depósito EIF1,RESERVAS-R3,8.57,12,2019
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,8.95,12,2019
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,8.08,12,2019
Certificados Inversión Especial BCRD2,ATLÁNTICO,9.07,12,2019
Certificados Inversión Especial BCRD2,CRECER_(*),9.030000000000001,12,2019
Certificados Inversión Especial BCRD2,JMMB_BDI,9.04,12,2019
Certificados Inversión Especial BCRD2,POPULAR,9.21,12,2019
Certificados Inversión Especial BCRD2,RESERVAS,9.26,12,2019
Certificados Inversión Especial BCRD2,ROMANA,9.09,12,2019
Certificados Inversión Especial BCRD2,SIEMBRA,9.09,12,2019
Certificados Inversión Especial BCRD2,RESERVAS-R3,9.16,12,2019
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,11.59,12,2019
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,9.3,12,2019
Notas BCRD2,ATLÁNTICO,9.17,12,2019
Notas BCRD2,CRECER_(*),9.22,12,2019
Notas BCRD2,JMMB_BDI,9.09,12,2019
Notas BCRD2,POPULAR,9.25,12,2019
Notas BCRD2,RESERVAS,9.28,12,2019
Notas BCRD2,ROMANA,9.22,12,2019
Notas BCRD2,SIEMBRA,9.180000000000001,12,2019
Notas BCRD2,RESERVAS-R3,9.120000000000001,12,2019
Notas BCRD2,BANCO_CENTRAL-R3,9.3,12,2019
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,9.28,12,2019
Bonos Ministerio de Hacienda,ATLÁNTICO,9.370000000000001,1,2020
Bonos Ministerio de Hacienda,CRECER,8.84,1,2020
Bonos Ministerio de Hacienda,JMMB_BDI,9.43,1,2020
Bonos Ministerio de Hacienda,POPULAR,7.9799999999999995,1,2020
Bonos Ministerio de Hacienda,RESERVAS,8.86,1,2020
Bonos Ministerio de Hacienda,ROMANA,9.520000000000001,1,2020
Bonos Ministerio de Hacienda,SIEMBRA,7.449999999999999,1,2020
Bonos Ministerio de Hacienda,RESERVAS-R3,9.06,1,2020
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,9.41,1,2020
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,8.690000000000001,1,2020
Bonos EIF 1,ATLÁNTICO,9.959999999999999,1,2020
Bonos EIF 1,CRECER,10.35,1,2020
Bonos EIF 1,JMMB_BDI,10.16,1,2020
Bonos EIF 1,POPULAR,9.75,1,2020
Bonos EIF 1,RESERVAS,9.969999999999999,1,2020
Bonos EIF 1,ROMANA,10,1,2020
Bonos EIF 1,SIEMBRA,9.75,1,2020
Bonos EIF 1,RESERVAS-R3,9.46,1,2020
Bonos EIF 1,BANCO_CENTRAL-R3,10,1,2020
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,9.959999999999999,1,2020
Certificados de Depósito EIF1,ATLÁNTICO,7.42,1,2020
Certificados de Depósito EIF1,CRECER,6.68,1,2020
Certificados de Depósito EIF1,JMMB_BDI,9.11,1,2020
Certificados de Depósito EIF1,POPULAR,2.8899999999999997,1,2020
Certificados de Depósito EIF1,RESERVAS,8.03,1,2020
Certificados de Depósito EIF1,ROMANA,8.43,1,2020
Certificados de Depósito EIF1,SIEMBRA,5.07,1,2020
Certificados de Depósito EIF1,RESERVAS-R3,7.46,1,2020
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,8.92,1,2020
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,7.41,1,2020
Certificados Inversión Especial BCRD2,ATLÁNTICO,9.180000000000001,1,2020
Certificados Inversión Especial BCRD2,CRECER,9.120000000000001,1,2020
Certificados Inversión Especial BCRD2,JMMB_BDI,9.120000000000001,1,2020
Certificados Inversión Especial BCRD2,POPULAR,9.31,1,2020
Certificados Inversión Especial BCRD2,RESERVAS,9.27,1,2020
Certificados Inversión Especial BCRD2,ROMANA,9.17,1,2020
Certificados Inversión Especial BCRD2,SIEMBRA,9.15,1,2020
Certificados Inversión Especial BCRD2,RESERVAS-R3,9.17,1,2020
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,11.92,1,2020
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,9.3,1,2020
Notas BCRD2,ATLÁNTICO,9.22,1,2020
Notas BCRD2,CRECER,9.34,1,2020
Notas BCRD2,JMMB_BDI,9.36,1,2020
Notas BCRD2,POPULAR,9.3,1,2020
Notas BCRD2,RESERVAS,9.4,1,2020
Notas BCRD2,ROMANA,9.22,1,2020
Notas BCRD2,SIEMBRA,9.35,1,2020
Notas BCRD2,RESERVAS-R3,9.180000000000001,1,2020
Notas BCRD2,BANCO_CENTRAL-R3,9.58,1,2020
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,9.35,1,2020
Bonos Ministerio de Hacienda,ATLÁNTICO,9.39,2,2020
Bonos Ministerio de Hacienda,CRECER,8.66,2,2020
Bonos Ministerio de Hacienda,JMMB_BDI,9.41,2,2020
Bonos Ministerio de Hacienda,POPULAR,7.84,2,2020
Bonos Ministerio de Hacienda,RESERVAS,8.85,2,2020
Bonos Ministerio de Hacienda,ROMANA,9.41,2,2020
Bonos Ministerio de Hacienda,SIEMBRA,7.33,2,2020
Bonos Ministerio de Hacienda,RESERVAS-R3,9.08,2,2020
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,9.4,2,2020
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,8.690000000000001,2,2020
Bonos EIF 1,ATLÁNTICO,9.959999999999999,2,2020
Bonos EIF 1,CRECER,10.35,2,2020
Bonos EIF 1,JMMB_BDI,10.22,2,2020
Bonos EIF 1,POPULAR,9.74,2,2020
Bonos EIF 1,RESERVAS,9.959999999999999,2,2020
Bonos EIF 1,ROMANA,10,2,2020
Bonos EIF 1,SIEMBRA,9.74,2,2020
Bonos EIF 1,RESERVAS-R3,9.45,2,2020
Bonos EIF 1,BANCO_CENTRAL-R3,10,2,2020
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,9.959999999999999,2,2020
Certificados de Depósito EIF1,ATLÁNTICO,5.83,2,2020
Certificados de Depósito EIF1,CRECER,6.93,2,2020
Certificados de Depósito EIF1,JMMB_BDI,8.799999999999999,2,2020
Certificados de Depósito EIF1,POPULAR,4.46,2,2020
Certificados de Depósito EIF1,RESERVAS,8.64,2,2020
Certificados de Depósito EIF1,ROMANA,8.43,2,2020
Certificados de Depósito EIF1,SIEMBRA,4.25,2,2020
Certificados de Depósito EIF1,RESERVAS-R3,7.739999999999999,2,2020
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,9.07,2,2020
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,7.6499999999999995,2,2020
Certificados Inversión Especial BCRD2,ATLÁNTICO,9.180000000000001,2,2020
Certificados Inversión Especial BCRD2,CRECER,9.2,2,2020
Certificados Inversión Especial BCRD2,JMMB_BDI,9.120000000000001,2,2020
Certificados Inversión Especial BCRD2,POPULAR,9.3,2,2020
Certificados Inversión Especial BCRD2,RESERVAS,9.26,2,2020
Certificados Inversión Especial BCRD2,ROMANA,9.25,2,2020
Certificados Inversión Especial BCRD2,SIEMBRA,9.28,2,2020
Certificados Inversión Especial BCRD2,RESERVAS-R3,9.17,2,2020
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,11.93,2,2020
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,9.3,2,2020
Notas BCRD2,ATLÁNTICO,9.2,2,2020
Notas BCRD2,CRECER,9.3,2,2020
Notas BCRD2,JMMB_BDI,9.26,2,2020
Notas BCRD2,POPULAR,9.22,2,2020
Notas BCRD2,RESERVAS,9.32,2,2020
Notas BCRD2,ROMANA,9.29,2,2020
Notas BCRD2,SIEMBRA,9.22,2,2020
Notas BCRD2,RESERVAS-R3,9.16,2,2020
Notas BCRD2,BANCO_CENTRAL-R3,9.379999999999999,2,2020
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,9.27,2,2020
Bonos Ministerio de Hacienda,ATLÁNTICO,9.47,3,2020
Bonos Ministerio de Hacienda,CRECER,8.61,3,2020
Bonos Ministerio de Hacienda,JMMB_BDI,9.43,3,2020
Bonos Ministerio de Hacienda,POPULAR,8.18,3,2020
Bonos Ministerio de Hacienda,RESERVAS,8.83,3,2020
Bonos Ministerio de Hacienda,ROMANA,9.41,3,2020
Bonos Ministerio de Hacienda,SIEMBRA,7.61,3,2020
Bonos Ministerio de Hacienda,RESERVAS-R3,9.030000000000001,3,2020
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,9.39,3,2020
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,8.66,3,2020
Bonos EIF 1,ATLÁNTICO,9.950000000000001,3,2020
Bonos EIF 1,CRECER,10.35,3,2020
Bonos EIF 1,JMMB_BDI,10.22,3,2020
Bonos EIF 1,POPULAR,9.78,3,2020
Bonos EIF 1,RESERVAS,9.959999999999999,3,2020
Bonos EIF 1,ROMANA,10,3,2020
Bonos EIF 1,SIEMBRA,9.78,3,2020
Bonos EIF 1,RESERVAS-R3,9.45,3,2020
Bonos EIF 1,BANCO_CENTRAL-R3,10,3,2020
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,9.959999999999999,3,2020
Certificados de Depósito EIF1,ATLÁNTICO,8.16,3,2020
Certificados de Depósito EIF1,CRECER,5.4,3,2020
Certificados de Depósito EIF1,JMMB_BDI,9.3,3,2020
Certificados de Depósito EIF1,POPULAR,6.02,3,2020
Certificados de Depósito EIF1,RESERVAS,8.98,3,2020
Certificados de Depósito EIF1,ROMANA,8.39,3,2020
Certificados de Depósito EIF1,SIEMBRA,5.489999999999999,3,2020
Certificados de Depósito EIF1,RESERVAS-R3,8.94,3,2020
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,9.21,3,2020
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,8.43,3,2020
Certificados Inversión Especial BCRD2,ATLÁNTICO,9.180000000000001,3,2020
Certificados Inversión Especial BCRD2,CRECER,9.15,3,2020
Certificados Inversión Especial BCRD2,JMMB_BDI,9.13,3,2020
Certificados Inversión Especial BCRD2,POPULAR,9.3,3,2020
Certificados Inversión Especial BCRD2,RESERVAS,9.26,3,2020
Certificados Inversión Especial BCRD2,ROMANA,9.25,3,2020
Certificados Inversión Especial BCRD2,SIEMBRA,9.21,3,2020
Certificados Inversión Especial BCRD2,RESERVAS-R3,9.17,3,2020
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,11.92,3,2020
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,9.3,3,2020
Notas BCRD2,ATLÁNTICO,9.24,3,2020
Notas BCRD2,CRECER,9.33,3,2020
Notas BCRD2,JMMB_BDI,9.41,3,2020
Notas BCRD2,POPULAR,9.22,3,2020
Notas BCRD2,RESERVAS,9.32,3,2020
Notas BCRD2,ROMANA,9.5,3,2020
Notas BCRD2,SIEMBRA,9.21,3,2020
Notas BCRD2,RESERVAS-R3,9.16,3,2020
Notas BCRD2,BANCO_CENTRAL-R3,9.36,3,2020
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,9.27,3,2020
Bonos Ministerio de Hacienda,ATLÁNTICO,9.49,4,2020
Bonos Ministerio de Hacienda,CRECER,7.969999999999999,4,2020
Bonos Ministerio de Hacienda,JMMB_BDI,9.45,4,2020
Bonos Ministerio de Hacienda,POPULAR,8.08,4,2020
Bonos Ministerio de Hacienda,RESERVAS,8.790000000000001,4,2020
Bonos Ministerio de Hacienda,ROMANA,9.41,4,2020
Bonos Ministerio de Hacienda,SIEMBRA,7.51,4,2020
Bonos Ministerio de Hacienda,RESERVAS-R3,9.01,4,2020
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,9.370000000000001,4,2020
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,8.6,4,2020
Bonos EIF 1,ATLÁNTICO,9.85,4,2020
Bonos EIF 1,CRECER,10.280000000000001,4,2020
Bonos EIF 1,JMMB_BDI,10.22,4,2020
Bonos EIF 1,POPULAR,9.67,4,2020
Bonos EIF 1,RESERVAS,9.82,4,2020
Bonos EIF 1,ROMANA,10,4,2020
Bonos EIF 1,SIEMBRA,9.71,4,2020
Bonos EIF 1,RESERVAS-R3,9.3,4,2020
Bonos EIF 1,BANCO_CENTRAL-R3,10,4,2020
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,9.87,4,2020
Certificados de Depósito EIF1,ATLÁNTICO,8.28,4,2020
Certificados de Depósito EIF1,CRECER,1.95,4,2020
Certificados de Depósito EIF1,JMMB_BDI,9.4,4,2020
Certificados de Depósito EIF1,POPULAR,5.47,4,2020
Certificados de Depósito EIF1,RESERVAS,8.58,4,2020
Certificados de Depósito EIF1,ROMANA,8.38,4,2020
Certificados de Depósito EIF1,SIEMBRA,2.39,4,2020
Certificados de Depósito EIF1,RESERVAS-R3,8.709999999999999,4,2020
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,9.21,4,2020
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,7.960000000000001,4,2020
Certificados Inversión Especial BCRD2,ATLÁNTICO,9.180000000000001,4,2020
Certificados Inversión Especial BCRD2,CRECER,9.139999999999999,4,2020
Certificados Inversión Especial BCRD2,JMMB_BDI,9.120000000000001,4,2020
Certificados Inversión Especial BCRD2,POPULAR,9.3,4,2020
Certificados Inversión Especial BCRD2,RESERVAS,9.27,4,2020
Certificados Inversión Especial BCRD2,ROMANA,9.25,4,2020
Certificados Inversión Especial BCRD2,SIEMBRA,9.21,4,2020
Certificados Inversión Especial BCRD2,RESERVAS-R3,9.17,4,2020
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,11.92,4,2020
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,9.3,4,2020
Notas BCRD2,ATLÁNTICO,9.24,4,2020
Notas BCRD2,CRECER,9.33,4,2020
Notas BCRD2,JMMB_BDI,9.42,4,2020
Notas BCRD2,POPULAR,9.22,4,2020
Notas BCRD2,RESERVAS,9.32,4,2020
Notas BCRD2,ROMANA,9.49,4,2020
Notas BCRD2,SIEMBRA,9.21,4,2020
Notas BCRD2,RESERVAS-R3,9.16,4,2020
Notas BCRD2,BANCO_CENTRAL-R3,9.36,4,2020
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,9.27,4,2020
Bonos Ministerio de Hacienda,ATLÁNTICO,9.5,5,2020
Bonos Ministerio de Hacienda,CRECER,8.19,5,2020
Bonos Ministerio de Hacienda,JMMB_BDI,9.47,5,2020
Bonos Ministerio de Hacienda,POPULAR,8.290000000000001,5,2020
Bonos Ministerio de Hacienda,RESERVAS,9.06,5,2020
Bonos Ministerio de Hacienda,ROMANA,9.42,5,2020
Bonos Ministerio de Hacienda,SIEMBRA,7.870000000000001,5,2020
Bonos Ministerio de Hacienda,RESERVAS-R3,8.99,5,2020
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,9.379999999999999,5,2020
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,7.88,5,2020
Bonos EIF 1,ATLÁNTICO,9.85,5,2020
Bonos EIF 1,CRECER,10.280000000000001,5,2020
Bonos EIF 1,JMMB_BDI,10.22,5,2020
Bonos EIF 1,POPULAR,9.67,5,2020
Bonos EIF 1,RESERVAS,9.82,5,2020
Bonos EIF 1,ROMANA,10,5,2020
Bonos EIF 1,SIEMBRA,9.71,5,2020
Bonos EIF 1,RESERVAS-R3,9.29,5,2020
Bonos EIF 1,BANCO_CENTRAL-R3,10,5,2020
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,9.87,5,2020
Certificados de Depósito EIF1,ATLÁNTICO,8.25,5,2020
Certificados de Depósito EIF1,CRECER,1.15,5,2020
Certificados de Depósito EIF1,JMMB_BDI,8.41,5,2020
Certificados de Depósito EIF1,POPULAR,5.4399999999999995,5,2020
Certificados de Depósito EIF1,RESERVAS,8.55,5,2020
Certificados de Depósito EIF1,ROMANA,8.38,5,2020
Certificados de Depósito EIF1,SIEMBRA,2.42,5,2020
