instrumento,fund,rate,mes,year
Certificados Inversión Especial BCRD2,JMMB_BDI,7.62,5,2021
Certificados Inversión Especial BCRD2,POPULAR,7.19,5,2021
Certificados Inversión Especial BCRD2,RESERVAS,7.430000000000001,5,2021
Certificados Inversión Especial BCRD2,ROMANA,7.380000000000001,5,2021
Certificados Inversión Especial BCRD2,SIEMBRA,7.1499999999999995,5,2021
Certificados Inversión Especial BCRD2,RESERVAS-R3,7.3,5,2021
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,11.77,5,2021
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,7.76,5,2021
Letras BCRD,ATLÁNTICO,NA,5,2021
Letras BCRD,CRECER,6.22,5,2021
Letras BCRD,JMMB_BDI,4.79,5,2021
Letras BCRD,POPULAR,5.319999999999999,5,2021
Letras BCRD,RESERVAS,4.87,5,2021
Letras BCRD,ROMANA,NA,5,2021
Letras BCRD,SIEMBRA,5.88,5,2021
Letras BCRD,RESERVAS-R3,4.44,5,2021
Letras BCRD,BANCO_CENTRAL-R3,5.489999999999999,5,2021
Letras BCRD,FONDO_DE_SOLIDARIDAD_SOCIAL,5.04,5,2021
Notas BCRD2,ATLÁNTICO,7.19,5,2021
Notas BCRD2,CRECER,7.22,5,2021
Notas BCRD2,JMMB_BDI,7.380000000000001,5,2021
Notas BCRD2,POPULAR,7.6,5,2021
Notas BCRD2,RESERVAS,7.21,5,2021
Notas BCRD2,ROMANA,7.489999999999999,5,2021
Notas BCRD2,SIEMBRA,7.340000000000001,5,2021
Notas BCRD2,RESERVAS-R3,7.380000000000001,5,2021
Notas BCRD2,BANCO_CENTRAL-R3,7.670000000000001,5,2021
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,7.739999999999999,5,2021
Bonos Ministerio de Hacienda,ATLÁNTICO,7.28,6,2021
Bonos Ministerio de Hacienda,CRECER,6.3,6,2021
Bonos Ministerio de Hacienda,JMMB_BDI,7.26,6,2021
Bonos Ministerio de Hacienda,POPULAR,6.3,6,2021
Bonos Ministerio de Hacienda,RESERVAS,7.1499999999999995,6,2021
Bonos Ministerio de Hacienda,ROMANA,7.88,6,2021
Bonos Ministerio de Hacienda,SIEMBRA,5.800000000000001,6,2021
Bonos Ministerio de Hacienda,RESERVAS-R3,6.819999999999999,6,2021
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,6.29,6,2021
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,6.59,6,2021
Bonos EIF 1,ATLÁNTICO,10.42,6,2021
Bonos EIF 1,CRECER,9.92,6,2021
Bonos EIF 1,JMMB_BDI,10.22,6,2021
Bonos EIF 1,POPULAR,8.36,6,2021
Bonos EIF 1,RESERVAS,8.64,6,2021
Bonos EIF 1,ROMANA,10,6,2021
Bonos EIF 1,SIEMBRA,8.450000000000001,6,2021
Bonos EIF 1,RESERVAS-R3,7.290000000000001,6,2021
Bonos EIF 1,BANCO_CENTRAL-R3,10,6,2021
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,8.790000000000001,6,2021
Certificados de Depósito EIF1,ATLÁNTICO,3.49,6,2021
Certificados de Depósito EIF1,CRECER,0.18,6,2021
Certificados de Depósito EIF1,JMMB_BDI,5.42,6,2021
Certificados de Depósito EIF1,POPULAR,0.43,6,2021
Certificados de Depósito EIF1,RESERVAS,0.58,6,2021
Certificados de Depósito EIF1,ROMANA,6.87,6,2021
Certificados de Depósito EIF1,SIEMBRA,2.87,6,2021
Certificados de Depósito EIF1,RESERVAS-R3,1.9300000000000002,6,2021
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,4.92,6,2021
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,0.31,6,2021
Certificados Inversión Especial BCRD2,ATLÁNTICO,7.68,6,2021
Certificados Inversión Especial BCRD2,CRECER,7.1499999999999995,6,2021
Certificados Inversión Especial BCRD2,JMMB_BDI,7.39,6,2021
Certificados Inversión Especial BCRD2,POPULAR,6.98,6,2021
Certificados Inversión Especial BCRD2,RESERVAS,6.7299999999999995,6,2021
Certificados Inversión Especial BCRD2,ROMANA,7.16,6,2021
Certificados Inversión Especial BCRD2,SIEMBRA,6.550000000000001,6,2021
Certificados Inversión Especial BCRD2,RESERVAS-R3,6.92,6,2021
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,11.55,6,2021
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,6.950000000000001,6,2021
Letras BCRD,ATLÁNTICO,0,6,2021
Letras BCRD,CRECER,5.3,6,2021
Letras BCRD,JMMB_BDI,4.36,6,2021
Letras BCRD,POPULAR,4.569999999999999,6,2021
Letras BCRD,RESERVAS,3.88,6,2021
Letras BCRD,ROMANA,0,6,2021
Letras BCRD,SIEMBRA,5.18,6,2021
Letras BCRD,RESERVAS-R3,4.44,6,2021
Letras BCRD,BANCO_CENTRAL-R3,5.18,6,2021
Letras BCRD,FONDO_DE_SOLIDARIDAD_SOCIAL,3.66,6,2021
Notas BCRD2,ATLÁNTICO,6.7299999999999995,6,2021
Notas BCRD2,CRECER,6.76,6,2021
Notas BCRD2,JMMB_BDI,6.99,6,2021
Notas BCRD2,POPULAR,7.249999999999999,6,2021
Notas BCRD2,RESERVAS,6.81,6,2021
Notas BCRD2,ROMANA,7.1499999999999995,6,2021
Notas BCRD2,SIEMBRA,6.550000000000001,6,2021
Notas BCRD2,RESERVAS-R3,7.01,6,2021
Notas BCRD2,BANCO_CENTRAL-R3,7.28,6,2021
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,7.3999999999999995,6,2021
Bonos Ministerio de Hacienda,ATLÁNTICO,6.97,7,2021
Bonos Ministerio de Hacienda,CRECER,6.239999999999999,7,2021
Bonos Ministerio de Hacienda,JMMB_BDI,6.84,7,2021
Bonos Ministerio de Hacienda,POPULAR,6.2700000000000005,7,2021
Bonos Ministerio de Hacienda,RESERVAS,7.02,7,2021
Bonos Ministerio de Hacienda,ROMANA,7.4399999999999995,7,2021
Bonos Ministerio de Hacienda,SIEMBRA,5.6899999999999995,7,2021
Bonos Ministerio de Hacienda,RESERVAS-R3,6.69,7,2021
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,6.13,7,2021
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,6.41,7,2021
Bonos EIF 1,ATLÁNTICO,10.42,7,2021
Bonos EIF 1,CRECER,9.89,7,2021
Bonos EIF 1,JMMB_BDI,10.22,7,2021
Bonos EIF 1,POPULAR,8.12,7,2021
Bonos EIF 1,RESERVAS,8.450000000000001,7,2021
Bonos EIF 1,ROMANA,10,7,2021
Bonos EIF 1,SIEMBRA,8.200000000000001,7,2021
Bonos EIF 1,RESERVAS-R3,6.92,7,2021
Bonos EIF 1,BANCO_CENTRAL-R3,10,7,2021
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,8.61,7,2021
Certificados de Depósito EIF1,ATLÁNTICO,3.05,7,2021
Certificados de Depósito EIF1,CRECER,0.7000000000000001,7,2021
Certificados de Depósito EIF1,JMMB_BDI,4.2700000000000005,7,2021
Certificados de Depósito EIF1,POPULAR,0.44999999999999996,7,2021
Certificados de Depósito EIF1,RESERVAS,0.5499999999999999,7,2021
Certificados de Depósito EIF1,ROMANA,5.7700000000000005,7,2021
Certificados de Depósito EIF1,SIEMBRA,4.08,7,2021
Certificados de Depósito EIF1,RESERVAS-R3,2.18,7,2021
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,4.84,7,2021
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,0.76,7,2021
Certificados Inversión Especial BCRD2,ATLÁNTICO,7.670000000000001,7,2021
Certificados Inversión Especial BCRD2,CRECER,7.140000000000001,7,2021
Certificados Inversión Especial BCRD2,JMMB_BDI,7.39,7,2021
Certificados Inversión Especial BCRD2,POPULAR,6.99,7,2021
Certificados Inversión Especial BCRD2,RESERVAS,6.7299999999999995,7,2021
Certificados Inversión Especial BCRD2,ROMANA,7.16,7,2021
Certificados Inversión Especial BCRD2,SIEMBRA,6.54,7,2021
Certificados Inversión Especial BCRD2,RESERVAS-R3,6.9,7,2021
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,11.55,7,2021
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,6.94,7,2021
Letras BCRD,ATLÁNTICO,0,7,2021
Letras BCRD,CRECER,5.1,7,2021
Letras BCRD,JMMB_BDI,3.45,7,2021
Letras BCRD,POPULAR,4.29,7,2021
Letras BCRD,RESERVAS,3,7,2021
Letras BCRD,ROMANA,0,7,2021
Letras BCRD,SIEMBRA,5.11,7,2021
Letras BCRD,RESERVAS-R3,0,7,2021
Letras BCRD,BANCO_CENTRAL-R3,4.9799999999999995,7,2021
Letras BCRD,FONDO_DE_SOLIDARIDAD_SOCIAL,3,7,2021
Notas BCRD2,ATLÁNTICO,6.660000000000001,7,2021
Notas BCRD2,CRECER,6.3100000000000005,7,2021
Notas BCRD2,JMMB_BDI,6.7299999999999995,7,2021
Notas BCRD2,POPULAR,7.19,7,2021
Notas BCRD2,RESERVAS,6.4799999999999995,7,2021
Notas BCRD2,ROMANA,6.909999999999999,7,2021
Notas BCRD2,SIEMBRA,6.54,7,2021
Notas BCRD2,RESERVAS-R3,6.660000000000001,7,2021
Notas BCRD2,BANCO_CENTRAL-R3,6.93,7,2021
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,6.87,7,2021
Bonos Ministerio de Hacienda,ATLÁNTICO,6.529999999999999,8,2021
Bonos Ministerio de Hacienda,CRECER,6.1,8,2021
Bonos Ministerio de Hacienda,JMMB_BDI,6.460000000000001,8,2021
Bonos Ministerio de Hacienda,POPULAR,5.91,8,2021
Bonos Ministerio de Hacienda,RESERVAS,6.74,8,2021
Bonos Ministerio de Hacienda,ROMANA,6.81,8,2021
Bonos Ministerio de Hacienda,SIEMBRA,5.4399999999999995,8,2021
Bonos Ministerio de Hacienda,RESERVAS-R3,6.65,8,2021
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,5.56,8,2021
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,6.23,8,2021
Bonos EIF 1,ATLÁNTICO,10.51,8,2021
Bonos EIF 1,CRECER,9.879999999999999,8,2021
Bonos EIF 1,JMMB_BDI,10.22,8,2021
Bonos EIF 1,POPULAR,8.06,8,2021
Bonos EIF 1,RESERVAS,8.44,8,2021
Bonos EIF 1,ROMANA,10,8,2021
Bonos EIF 1,SIEMBRA,8.14,8,2021
Bonos EIF 1,RESERVAS-R3,6.710000000000001,8,2021
Bonos EIF 1,BANCO_CENTRAL-R3,10,8,2021
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,8.6,8,2021
Certificados de Depósito EIF1,ATLÁNTICO,3.5900000000000003,8,2021
Certificados de Depósito EIF1,CRECER,0.22999999999999998,8,2021
Certificados de Depósito EIF1,JMMB_BDI,4.390000000000001,8,2021
Certificados de Depósito EIF1,POPULAR,0.59,8,2021
Certificados de Depósito EIF1,RESERVAS,0.73,8,2021
Certificados de Depósito EIF1,ROMANA,5.54,8,2021
Certificados de Depósito EIF1,SIEMBRA,3.26,8,2021
Certificados de Depósito EIF1,RESERVAS-R3,2.4,8,2021
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,4.18,8,2021
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,1.54,8,2021
Certificados Inversión Especial BCRD2,ATLÁNTICO,5.64,8,2021
Certificados Inversión Especial BCRD2,CRECER,6.260000000000001,8,2021
Certificados Inversión Especial BCRD2,JMMB_BDI,5.949999999999999,8,2021
Certificados Inversión Especial BCRD2,POPULAR,6.6000000000000005,8,2021
Certificados Inversión Especial BCRD2,RESERVAS,6.7299999999999995,8,2021
Certificados Inversión Especial BCRD2,ROMANA,7.16,8,2021
Certificados Inversión Especial BCRD2,SIEMBRA,5.949999999999999,8,2021
Certificados Inversión Especial BCRD2,RESERVAS-R3,6.47,8,2021
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,11.58,8,2021
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,6.49,8,2021
Letras BCRD,ATLÁNTICO,0,8,2021
Letras BCRD,CRECER,4.04,8,2021
Letras BCRD,JMMB_BDI,2.75,8,2021
Letras BCRD,POPULAR,3.71,8,2021
Letras BCRD,RESERVAS,2.82,8,2021
Letras BCRD,ROMANA,0,8,2021
Letras BCRD,SIEMBRA,3.83,8,2021
Letras BCRD,RESERVAS-R3,0,8,2021
Letras BCRD,BANCO_CENTRAL-R3,4.109999999999999,8,2021
Letras BCRD,FONDO_DE_SOLIDARIDAD_SOCIAL,2.82,8,2021
Notas BCRD2,ATLÁNTICO,6.04,8,2021
Notas BCRD2,CRECER,5.84,8,2021
Notas BCRD2,JMMB_BDI,6.41,8,2021
Notas BCRD2,POPULAR,6.22,8,2021
Notas BCRD2,RESERVAS,6.08,8,2021
Notas BCRD2,ROMANA,6.909999999999999,8,2021
Notas BCRD2,SIEMBRA,5.64,8,2021
Notas BCRD2,RESERVAS-R3,6.65,8,2021
Notas BCRD2,BANCO_CENTRAL-R3,6.3100000000000005,8,2021
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,6.550000000000001,8,2021
Bonos Ministerio de Hacienda,ATLÁNTICO,6.35,9,2021
Bonos Ministerio de Hacienda,CRECER,5.93,9,2021
Bonos Ministerio de Hacienda,JMMB_BDI,6.29,9,2021
Bonos Ministerio de Hacienda,POPULAR,5.86,9,2021
Bonos Ministerio de Hacienda,RESERVAS,6.63,9,2021
Bonos Ministerio de Hacienda,ROMANA,6.81,9,2021
Bonos Ministerio de Hacienda,SIEMBRA,5.390000000000001,9,2021
Bonos Ministerio de Hacienda,RESERVAS-R3,6.54,9,2021
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,5.56,9,2021
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,6.140000000000001,9,2021
Bonos EIF 1,ATLÁNTICO,10.51,9,2021
Bonos EIF 1,CRECER,9.879999999999999,9,2021
Bonos EIF 1,JMMB_BDI,10.22,9,2021
Bonos EIF 1,POPULAR,7.89,9,2021
Bonos EIF 1,RESERVAS,8.44,9,2021
Bonos EIF 1,ROMANA,10,9,2021
Bonos EIF 1,SIEMBRA,7.95,9,2021
Bonos EIF 1,RESERVAS-R3,6.72,9,2021
Bonos EIF 1,BANCO_CENTRAL-R3,10,9,2021
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,8.6,9,2021
Certificados de Depósito EIF1,ATLÁNTICO,2.82,9,2021
Certificados de Depósito EIF1,CRECER,0.2,9,2021
Certificados de Depósito EIF1,JMMB_BDI,4.47,9,2021
Certificados de Depósito EIF1,POPULAR,0.73,9,2021
Certificados de Depósito EIF1,RESERVAS,1.1900000000000002,9,2021
Certificados de Depósito EIF1,ROMANA,5.4399999999999995,9,2021
Certificados de Depósito EIF1,SIEMBRA,3.44,9,2021
Certificados de Depósito EIF1,RESERVAS-R3,1.68,9,2021
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,4.37,9,2021
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,1.47,9,2021
Certificados Inversión Especial BCRD2,ATLÁNTICO,5.64,9,2021
Certificados Inversión Especial BCRD2,CRECER,6.260000000000001,9,2021
Certificados Inversión Especial BCRD2,JMMB_BDI,6.36,9,2021
Certificados Inversión Especial BCRD2,POPULAR,6.6000000000000005,9,2021
Certificados Inversión Especial BCRD2,RESERVAS,6.7299999999999995,9,2021
Certificados Inversión Especial BCRD2,ROMANA,7.16,9,2021
Certificados Inversión Especial BCRD2,SIEMBRA,5.949999999999999,9,2021
Certificados Inversión Especial BCRD2,RESERVAS-R3,6.47,9,2021
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,11.57,9,2021
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,6.49,9,2021
Letras BCRD,ATLÁNTICO,0,9,2021
Letras BCRD,CRECER,3.9899999999999998,9,2021
Letras BCRD,JMMB_BDI,2.82,9,2021
Letras BCRD,POPULAR,4.64,9,2021
Letras BCRD,RESERVAS,NA,9,2021
Letras BCRD,ROMANA,0,9,2021
Letras BCRD,SIEMBRA,3.74,9,2021
Letras BCRD,RESERVAS-R3,0,9,2021
Letras BCRD,BANCO_CENTRAL-R3,3.92,9,2021
Letras BCRD,FONDO_DE_SOLIDARIDAD_SOCIAL,0,9,2021
Notas BCRD2,ATLÁNTICO,5.63,9,2021
Notas BCRD2,CRECER,5.54,9,2021
Notas BCRD2,JMMB_BDI,6.22,9,2021
Notas BCRD2,POPULAR,6.25,9,2021
Notas BCRD2,RESERVAS,5.24,9,2021
Notas BCRD2,ROMANA,6.04,9,2021
Notas BCRD2,SIEMBRA,5.59,9,2021
Notas BCRD2,RESERVAS-R3,6.069999999999999,9,2021
Notas BCRD2,BANCO_CENTRAL-R3,6.1,9,2021
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,5.91,9,2021
Bonos Ministerio de Hacienda,ATLÁNTICO,5.949999999999999,10,2021
Bonos Ministerio de Hacienda,CRECER,5.56,10,2021
Bonos Ministerio de Hacienda,JMMB_BDI,5.74,10,2021
Bonos Ministerio de Hacienda,POPULAR,5.86,10,2021
Bonos Ministerio de Hacienda,RESERVAS,6.4399999999999995,10,2021
Bonos Ministerio de Hacienda,ROMANA,6.58,10,2021
Bonos Ministerio de Hacienda,SIEMBRA,5.21,10,2021
Bonos Ministerio de Hacienda,RESERVAS-R3,6.1899999999999995,10,2021
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,5.56,10,2021
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,5.82,10,2021
Bonos EIF 1,ATLÁNTICO,10.51,10,2021
Bonos EIF 1,CRECER,9.89,10,2021
Bonos EIF 1,JMMB_BDI,10.22,10,2021
Bonos EIF 1,POPULAR,7.89,10,2021
Bonos EIF 1,RESERVAS,8.44,10,2021
Bonos EIF 1,ROMANA,10,10,2021
Bonos EIF 1,SIEMBRA,7.95,10,2021
Bonos EIF 1,RESERVAS-R3,6.72,10,2021
Bonos EIF 1,BANCO_CENTRAL-R3,10,10,2021
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,8.6,10,2021
Certificados de Depósito EIF1,ATLÁNTICO,2.9499999999999997,10,2021
Certificados de Depósito EIF1,CRECER,0.22,10,2021
Certificados de Depósito EIF1,JMMB_BDI,4.36,10,2021
Certificados de Depósito EIF1,POPULAR,0.36,10,2021
Certificados de Depósito EIF1,RESERVAS,1.25,10,2021
Certificados de Depósito EIF1,ROMANA,5.4,10,2021
Certificados de Depósito EIF1,SIEMBRA,3.54,10,2021
Certificados de Depósito EIF1,RESERVAS-R3,1.4000000000000001,10,2021
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,3.8899999999999997,10,2021
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,1.35,10,2021
Certificados Inversión Especial BCRD2,ATLÁNTICO,5.65,10,2021
Certificados Inversión Especial BCRD2,CRECER,6.2,10,2021
Certificados Inversión Especial BCRD2,JMMB_BDI,6.35,10,2021
Certificados Inversión Especial BCRD2,POPULAR,6.6000000000000005,10,2021
Certificados Inversión Especial BCRD2,RESERVAS,6.54,10,2021
Certificados Inversión Especial BCRD2,ROMANA,7.16,10,2021
Certificados Inversión Especial BCRD2,SIEMBRA,5.92,10,2021
Certificados Inversión Especial BCRD2,RESERVAS-R3,6.460000000000001,10,2021
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,11.540000000000001,10,2021
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,6.29,10,2021
Letras BCRD,ATLÁNTICO,0,10,2021
Letras BCRD,CRECER,3.7900000000000005,10,2021
Letras BCRD,JMMB_BDI,2.82,10,2021
Letras BCRD,POPULAR,4.25,10,2021
Letras BCRD,RESERVAS,NA,10,2021
Letras BCRD,ROMANA,0,10,2021
Letras BCRD,SIEMBRA,3.5900000000000003,10,2021
Letras BCRD,RESERVAS-R3,0,10,2021
Letras BCRD,BANCO_CENTRAL-R3,3.81,10,2021
Letras BCRD,FONDO_DE_SOLIDARIDAD_SOCIAL,0,10,2021
Notas BCRD2,ATLÁNTICO,5.83,10,2021
Notas BCRD2,CRECER,5.53,10,2021
Notas BCRD2,JMMB_BDI,6.3,10,2021
Notas BCRD2,POPULAR,6.22,10,2021
Notas BCRD2,RESERVAS,5.390000000000001,10,2021
Notas BCRD2,ROMANA,6.069999999999999,10,2021
Notas BCRD2,SIEMBRA,5.57,10,2021
Notas BCRD2,RESERVAS-R3,6.08,10,2021
Notas BCRD2,BANCO_CENTRAL-R3,6.09,10,2021
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,5.92,10,2021
Bonos Ministerio de Hacienda,ATLÁNTICO,5.8999999999999995,11,2021
Bonos Ministerio de Hacienda,CRECER,5.5,11,2021
Bonos Ministerio de Hacienda,JMMB_BDI,5.48,11,2021
Bonos Ministerio de Hacienda,POPULAR,5.82,11,2021
Bonos Ministerio de Hacienda,RESERVAS,6.3,11,2021
Bonos Ministerio de Hacienda,ROMANA,6.52,11,2021
Bonos Ministerio de Hacienda,SIEMBRA,5.140000000000001,11,2021
Bonos Ministerio de Hacienda,RESERVAS-R3,6,11,2021
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,5.56,11,2021
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,5.7,11,2021
Bonos EIF 1,ATLÁNTICO,10.51,11,2021
Bonos EIF 1,CRECER,9.89,11,2021
Bonos EIF 1,JMMB_BDI,10.22,11,2021
Bonos EIF 1,POPULAR,7.88,11,2021
Bonos EIF 1,RESERVAS,8.43,11,2021
Bonos EIF 1,ROMANA,10,11,2021
Bonos EIF 1,SIEMBRA,7.9399999999999995,11,2021
Bonos EIF 1,RESERVAS-R3,6.68,11,2021
Bonos EIF 1,BANCO_CENTRAL-R3,10,11,2021
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,8.59,11,2021
Certificados de Depósito EIF1,ATLÁNTICO,2.78,11,2021
Certificados de Depósito EIF1,CRECER,0.35000000000000003,11,2021
Certificados de Depósito EIF1,JMMB_BDI,3.7600000000000002,11,2021
Certificados de Depósito EIF1,POPULAR,1.05,11,2021
Certificados de Depósito EIF1,RESERVAS,1.0699999999999998,11,2021
Certificados de Depósito EIF1,ROMANA,5.33,11,2021
Certificados de Depósito EIF1,SIEMBRA,2.4,11,2021
Certificados de Depósito EIF1,RESERVAS-R3,1.31,11,2021
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,2.6100000000000003,11,2021
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,1.1400000000000001,11,2021
Certificados Inversión Especial BCRD2,ATLÁNTICO,5.65,11,2021
Certificados Inversión Especial BCRD2,CRECER,6.2,11,2021
Certificados Inversión Especial BCRD2,JMMB_BDI,6.35,11,2021
Certificados Inversión Especial BCRD2,POPULAR,6.6000000000000005,11,2021
Certificados Inversión Especial BCRD2,RESERVAS,6.550000000000001,11,2021
Certificados Inversión Especial BCRD2,ROMANA,7.16,11,2021
Certificados Inversión Especial BCRD2,SIEMBRA,5.92,11,2021
Certificados Inversión Especial BCRD2,RESERVAS-R3,6.460000000000001,11,2021
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,11.53,11,2021
Certificados Inversión Especial BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,6.3,11,2021
Letras BCRD,ATLÁNTICO,NA,11,2021
Letras BCRD,CRECER,3.84,11,2021
Letras BCRD,JMMB_BDI,2.91,11,2021
Letras BCRD,POPULAR,4.25,11,2021
Letras BCRD,RESERVAS,NA,11,2021
Letras BCRD,ROMANA,NA,11,2021
Letras BCRD,SIEMBRA,3.66,11,2021
Letras BCRD,RESERVAS-R3,NA,11,2021
Letras BCRD,BANCO_CENTRAL-R3,3.8899999999999997,11,2021
Letras BCRD,FONDO_DE_SOLIDARIDAD_SOCIAL,NA,11,2021
Notas BCRD2,ATLÁNTICO,5.46,11,2021
Notas BCRD2,CRECER,5.47,11,2021
Notas BCRD2,JMMB_BDI,5.76,11,2021
Notas BCRD2,POPULAR,6.069999999999999,11,2021
Notas BCRD2,RESERVAS,5.08,11,2021
Notas BCRD2,ROMANA,5.8999999999999995,11,2021
Notas BCRD2,SIEMBRA,5.84,11,2021
Notas BCRD2,RESERVAS-R3,5.7299999999999995,11,2021
Notas BCRD2,BANCO_CENTRAL-R3,6.1,11,2021
Notas BCRD2,FONDO_DE_SOLIDARIDAD_SOCIAL,5.319999999999999,11,2021
Bonos Ministerio de Hacienda,ATLÁNTICO,5.89,12,2021
Bonos Ministerio de Hacienda,CRECER,5.5,12,2021
Bonos Ministerio de Hacienda,JMMB_BDI,5.52,12,2021
Bonos Ministerio de Hacienda,POPULAR,5.87,12,2021
Bonos Ministerio de Hacienda,RESERVAS,6.279999999999999,12,2021
Bonos Ministerio de Hacienda,ROMANA,6.52,12,2021
Bonos Ministerio de Hacienda,SIEMBRA,5.319999999999999,12,2021
Bonos Ministerio de Hacienda,RESERVAS-R3,5.99,12,2021
Bonos Ministerio de Hacienda,BANCO_CENTRAL-R3,5.54,12,2021
Bonos Ministerio de Hacienda,FONDO_DE_SOLIDARIDAD_SOCIAL,5.6899999999999995,12,2021
Bonos EIF 1,ATLÁNTICO,10.51,12,2021
Bonos EIF 1,CRECER,9.81,12,2021
Bonos EIF 1,JMMB_BDI,9.9,12,2021
Bonos EIF 1,POPULAR,7.85,12,2021
Bonos EIF 1,RESERVAS,8.41,12,2021
Bonos EIF 1,ROMANA,10,12,2021
Bonos EIF 1,SIEMBRA,7.9,12,2021
Bonos EIF 1,RESERVAS-R3,6.510000000000001,12,2021
Bonos EIF 1,BANCO_CENTRAL-R3,9.520000000000001,12,2021
Bonos EIF 1,FONDO_DE_SOLIDARIDAD_SOCIAL,8.540000000000001,12,2021
Certificados de Depósito EIF1,ATLÁNTICO,3.15,12,2021
Certificados de Depósito EIF1,CRECER,1.83,12,2021
Certificados de Depósito EIF1,JMMB_BDI,4.569999999999999,12,2021
Certificados de Depósito EIF1,POPULAR,1.16,12,2021
Certificados de Depósito EIF1,RESERVAS,0.88,12,2021
Certificados de Depósito EIF1,ROMANA,5.33,12,2021
Certificados de Depósito EIF1,SIEMBRA,2.56,12,2021
Certificados de Depósito EIF1,RESERVAS-R3,0.96,12,2021
Certificados de Depósito EIF1,BANCO_CENTRAL-R3,3.25,12,2021
Certificados de Depósito EIF1,FONDO_DE_SOLIDARIDAD_SOCIAL,1.18,12,2021
Certificados Inversión Especial BCRD2,ATLÁNTICO,5.84,12,2021
Certificados Inversión Especial BCRD2,CRECER,6.2,12,2021
Certificados Inversión Especial BCRD2,JMMB_BDI,6.35,12,2021
Certificados Inversión Especial BCRD2,POPULAR,6.6000000000000005,12,2021
Certificados Inversión Especial BCRD2,RESERVAS,6.550000000000001,12,2021
Certificados Inversión Especial BCRD2,ROMANA,7.16,12,2021
Certificados Inversión Especial BCRD2,SIEMBRA,5.949999999999999,12,2021
Certificados Inversión Especial BCRD2,RESERVAS-R3,6.460000000000001,12,2021
Certificados Inversión Especial BCRD2,BANCO_CENTRAL-R3,11.53,12,2021
