"","date","fondo","rentabilidad"
"465",2007-01-01,"Caribalico2","0.11339270470629327"
"466",2007-01-01,"Crecer","0.11161257864170926"
"467",2007-01-01,"JMMB-BDI","0"
"468",2007-01-01,"León3","0.11373972829346934"
"469",2007-01-01,"Popular","0.10728709594319884"
"470",2007-01-01,"Porvenir4","0"
"471",2007-01-01,"Reservas","0.11014226831172567"
"472",2007-01-01,"Romana","0.1131262361642138"
"473",2007-01-01,"Siembra","0.11303980992671893"
"474",2007-02-01,"Atlántico","0"
"475",2007-02-01,"Camino1","0"
"476",2007-02-01,"Caribalico2","0.10908475349942549"
"477",2007-02-01,"Crecer","0.10740329071774246"
"478",2007-02-01,"JMMB-BDI","0"
"479",2007-02-01,"León3","0.10951926529698142"
"480",2007-02-01,"Popular","0.10310436429303005"
"481",2007-02-01,"Porvenir4","0"
"482",2007-02-01,"Reservas","0.10612247978229504"
"483",2007-02-01,"Romana","0.10867552586404529"
"484",2007-02-01,"Siembra","0.10867561034478701"
"485",2007-03-01,"Atlántico","0"
"486",2007-03-01,"Camino1","0"
"487",2007-03-01,"Caribalico2","0.10441846760845962"
"488",2007-03-01,"Crecer","0.10597359572321086"
"489",2007-03-01,"JMMB-BDI","0"
"490",2007-03-01,"León3","0.10549945518241222"
"491",2007-03-01,"Popular","0.10047887494875729"
"492",2007-03-01,"Porvenir4","0"
"493",2007-03-01,"Reservas","0.10267517270689887"
"494",2007-03-01,"Romana","0.10402676078356698"
"495",2007-03-01,"Siembra","0.10452764977464302"
"496",2007-04-01,"Atlántico","0"
"497",2007-04-01,"Camino1","0"
"498",2007-04-01,"Caribalico2","0.10074646044162726"
"499",2007-04-01,"Crecer","0.10349977752754637"
"500",2007-04-01,"JMMB-BDI","0"
"501",2007-04-01,"León3","0.10232529570219938"
"502",2007-04-01,"Popular","9.8709140419463312E-2"
"503",2007-04-01,"Porvenir4","0"
"504",2007-04-01,"Reservas","0.10019012743213329"
"505",2007-04-01,"Romana","0.10035616686379134"
"506",2007-04-01,"Siembra","0.10134291839181175"
"507",2007-05-01,"Atlántico","0"
"508",2007-05-01,"Camino1","0"
"509",2007-05-01,"Caribalico2","0"
"510",2007-05-01,"Crecer","0.10094645853351845"
"511",2007-05-01,"JMMB-BDI","0"
"512",2007-05-01,"León3","9.8808037871672236E-2"
"513",2007-05-01,"Popular","9.6807162592707177E-2"
"514",2007-05-01,"Porvenir4","0"
"515",2007-05-01,"Reservas","9.7479823560894227E-2"
"516",2007-05-01,"Romana","9.6472001285855757E-2"
"517",2007-05-01,"Siembra","9.8104692654148451E-2"
"518",2007-06-01,"Atlántico","0"
"519",2007-06-01,"Camino1","0"
"520",2007-06-01,"Caribalico2","0"
"521",2007-06-01,"Crecer","9.7157971256023531E-2"
"522",2007-06-01,"JMMB-BDI","0"
"523",2007-06-01,"León3","0"
"524",2007-06-01,"Popular","9.3164521205437043E-2"
"525",2007-06-01,"Porvenir4","0"
"526",2007-06-01,"Reservas","9.3482062837821456E-2"
"527",2007-06-01,"Romana","9.2327592842274195E-2"
"528",2007-06-01,"Siembra","9.427950604740222E-2"
"529",2007-07-01,"Atlántico","0"
"530",2007-07-01,"Camino1","0"
"531",2007-07-01,"Caribalico2","0"
"532",2007-07-01,"Crecer","9.4090336128113142E-2"
"533",2007-07-01,"JMMB-BDI","0"
"534",2007-07-01,"León3","0"
"535",2007-07-01,"Popular","8.9968375040617263E-2"
